order_id,checkout_id,brand_id,retailer_id,order_amount,has_discount,fees_percentage,payment_cost_percentage,shipping_cost_euro
1361,558,103,1350,"351,94",0,"0,15","0,05","49,0684343"
1464,636,103,1609,"121,52",0,"0,15","0,05","15,9612712"
1217,628,103,1646,"687,86",100,"0,05","0,05","60,8523314"
5860,2265,103,2199,"150,65",0,"0,15","0,05","28,67"
1634,144,105,8,"363,5",0,"0,15","0,05","50,2684853"
4934,1868,105,173,165,100,"0,05","0,05",21
6713,2036,105,4700,"128,5",0,"0,15","0,05","17,5"
7128,2629,105,5440,"262,86",0,"0,15","0,05","9,47675944"
7595,3545,106,17,"271,35",0,"0,15","0,05","28,94"
1419,496,106,1285,"136,86",0,"0,15","0,05","19,64"
7219,3017,106,1285,141,0,"0,15","0,05","19,64"
2091,703,106,1646,"192,38",0,"0,15","0,05","19,64"
6625,737,106,1829,"119,27",0,"0,15","0,05","12,37"
1931,908,106,2039,"289,14",0,"0,15","0,05","25,39"
6240,2237,106,2133,"284,81",0,"0,15","0,05","18,43"
2258,1025,106,2461,"225,87",0,"0,15","0,05","22,24"
10089,1239,106,2461,"115,72",0,"0,15","0,05","22,24"
4369,1720,106,4275,"109,74",0,"0,15","0,05",36
10744,3584,106,6638,"234,3",0,"0,15","0,05","28,94"
3689,1535,108,2116,"148,5",0,"0,15","0,05","9,24"
2663,1224,110,225,648,0,"0,15","0,05",15
1184,174,110,518,216,0,"0,15","0,05",18
5990,2300,110,3113,216,100,"0,05","0,05",15
1328,676,111,1057,"108,98",0,"0,15","0,05","13,55"
11635,3252,111,1057,"109,45",0,"0,15","0,05","14,2"
992,540,111,1322,203,100,"0,05","0,05","17,29"
2939,723,111,1673,"113,01",0,"0,15","0,05","13,55"
5873,1339,111,1673,"211,66",0,"0,15","0,05","19,86"
1751,834,111,2055,"169,71",100,"0,05","0,05","14,56"
3684,1500,111,3735,"112,44",0,"0,15","0,05","15,24"
6744,2516,111,5302,"131,37",100,"0,05","0,05","16,44"
6774,1287,112,3151,"122,4",0,"0,15","0,05","11,6759698"
828,452,113,223,"644,4",0,"0,15","0,05","63,6680477"
649,174,114,518,"220,28",0,"0,15","0,05","31,05"
1533,747,114,1882,"132,93",0,"0,15","0,05","22,5"
8872,3075,118,8,"190,08",0,"0,15","0,05","10,9931963"
3089,703,118,1646,"236,16",0,"0,15","0,05","133,58"
5395,2039,118,4703,144,0,"0,15","0,05","107,96"
7722,2690,118,5011,"138,24",0,"0,15","0,05",60
1192,567,120,610,"315,45",0,"0,15","0,05",25
1584,687,120,1737,"109,87",0,"0,15","0,05",5
10875,3090,122,2133,"206,57",0,"0,15","0,05","16,77"
8546,3071,124,233,"399,6",0,"0,15","0,05","21,63"
1298,543,124,1388,"809,4",0,"0,15","0,05","30,54"
7592,2766,125,17,"158,25",0,"0,15","0,05",35
8559,595,125,595,211,0,"0,15","0,05",35
6524,2951,125,1788,"263,75",0,"0,15","0,05",30
9428,3333,125,5097,"105,5",0,"0,15","0,05",30
1891,899,131,370,"248,16",0,"0,15","0,05",15
5205,900,131,370,"142,32",0,"0,15","0,05",15
2295,1318,131,519,396,0,"0,15","0,05",22
909,235,131,720,396,100,"0,05","0,05",20
917,504,131,979,"377,28",0,"0,15","0,05",20
1976,320,131,979,"195,6",0,"0,15","0,05",15
7616,1241,131,979,"406,08",0,"0,15","0,05",15
902,358,131,1007,"191,76",0,"0,15","0,05",15
1496,689,131,1729,"190,8",0,"0,15","0,05",20
1692,812,131,1775,"142,8",0,"0,15","0,05",15
2886,820,131,1775,"184,8",0,"0,15","0,05",15
8945,2819,131,1775,246,0,"0,15","0,05",15
8779,3052,131,3181,"184,8",0,"0,15","0,05",15
3670,1550,131,3251,"496,8",0,"0,15","0,05",20
6584,2360,131,5063,162,0,"0,15","0,05",12
8064,2478,131,5063,"188,4",0,"0,15","0,05",15
6511,2345,131,5095,"297,12",0,"0,15","0,05",15
2891,1191,133,2924,"152,5",0,"0,15","0,05","17,55"
7319,2572,133,5134,"341,5",0,"0,15","0,05","17,55"
10708,3581,134,6119,"177,6",0,"0,15","0,05","14,699367"
11362,3705,134,6119,"360,3",0,"0,15","0,05",10
7503,921,135,17,"133,2",0,"0,15","0,05","13,75"
122,2778,135,160,"106,56",0,"0,15","0,05","8,94"
891,491,135,180,"166,5",0,"0,15","0,05","15,0399122"
1460,495,135,1046,"119,88",0,"0,15","0,05","17,55"
4073,1152,135,2432,"102,66",0,"0,15","0,05","13,75"
6320,1832,138,1201,"119,01",0,"0,15","0,05","66,83"
2913,590,139,513,"128,28",0,"0,15","0,05","15,3"
824,196,139,595,189,0,"0,15","0,05","17,8"
2316,632,139,1619,"123,6",0,"0,15","0,05","24,64"
1704,812,139,1775,120,0,"0,15","0,05","15,88"
9759,3801,140,902,120,0,"0,15","0,05",8
2264,1021,140,2471,"121,2",0,"0,15","0,05",18
2283,1039,140,2477,"124,8",0,"0,15","0,05",18
283,1167,141,160,198,0,"0,15","0,05","11,52"
2878,885,141,1857,"140,4",0,"0,15","0,05","8,11"
4781,1829,141,4445,162,0,"0,15","0,05","10,5"
5507,2080,141,4656,"129,6",0,"0,15","0,05","10,5"
3324,734,142,681,126,100,"0,05","0,05","7,76"
1993,925,142,1849,"185,92",0,"0,15","0,05","8,19"
9271,2050,144,513,"364,55",0,"0,15","0,05","16,8"
10377,3056,144,1173,"325,66",0,"0,15","0,05","16,8"
9163,3140,144,2697,"514,08",0,"0,15","0,05","21,6"
9917,2650,144,5459,300,0,"0,15","0,05","16,0046701"
9815,3181,144,6119,"134,04",100,"0,05","0,05","14,4"
6129,2357,146,5092,"116,47",0,"0,15","0,05",10
2994,1357,149,3326,195,0,"0,15","0,05","17,55"
1814,854,151,2044,"158,69",0,"0,15","0,05",12
11870,3435,154,1275,"127,4",0,"0,15","0,05","11,95"
3687,775,157,518,"127,39",0,"0,15","0,05","39,01"
1599,882,157,1685,"124,07",0,"0,15","0,05","10,6396348"
5443,2086,157,4763,"127,39",0,"0,15","0,05","15,1248598"
8144,2885,157,5441,"127,39",100,"0,05","0,05","8,45597433"
8092,2922,157,5768,"339,71",100,"0,05","0,05","22,3212664"
10766,3720,157,6796,"127,39",100,"0,05","0,05","12,6623413"
11311,3884,157,6951,"339,71",0,"0,15","0,05","50,9125756"
11416,3920,157,6984,"339,71",100,"0,05","0,05","20,776255"
11931,4083,157,7146,"339,71",100,"0,05","0,05","22,4826496"
1881,997,158,2139,"439,8",0,"0,15","0,05","51,6470592"
2666,1224,159,225,"122,4",0,"0,15","0,05",130
6905,1226,159,225,"244,8",0,"0,15","0,05",132
9312,3308,159,966,"124,56",0,"0,15","0,05","104,4"
2255,608,159,1110,"128,88",0,"0,15","0,05",132
853,463,159,1259,"311,04",0,"0,15","0,05","76,67"
1223,629,159,1646,"133,2",0,"0,15","0,05","15,8001345"
7871,2805,159,2133,"255,6",0,"0,15","0,05","104,4"
4733,1733,159,3140,"122,4",0,"0,15","0,05",150
9971,3492,159,6515,"146,88",100,"0,05","0,05","99,6"
2155,986,165,2341,105,0,"0,15","0,05","28,55"
1213,627,166,1599,"114,26",0,"0,15","0,05",10
7214,1276,166,1599,"318,08",0,"0,15","0,05",20
1753,834,166,2055,"151,18",0,"0,15","0,05",20
4705,1782,166,2055,"123,44",0,"0,15","0,05",20
8721,2841,166,2735,"192,38",0,"0,15","0,05",15
5512,2080,166,4656,"119,65",100,"0,05","0,05",15
5324,2046,166,4713,"145,34",100,"0,05","0,05",20
5918,2280,166,5050,"110,26",100,"0,05","0,05",20
9184,2736,167,370,"161,64",0,"0,15","0,05","8,72"
2090,358,167,1007,"161,64",0,"0,15","0,05","8,46"
1182,613,167,1504,"384,12",0,"0,15","0,05","10,11"
2074,934,167,2165,"218,88",0,"0,15","0,05","8,97"
4644,1444,167,3446,"161,64",0,"0,15","0,05","8,73"
1853,818,171,2027,450,0,"0,15","0,05","17,96"
2669,1140,177,1007,"160,01",0,"0,15","0,05",20
1334,736,177,1729,"179,02",0,"0,15","0,05","29,77"
5051,1872,177,3149,"280,56",0,"0,15","0,05","25,4745591"
5298,2032,177,4695,108,0,"0,15","0,05","10,92"
1066,281,178,789,"199,2",0,"0,15","0,05","10,85"
2217,508,178,1329,"521,4",100,"0,05","0,05",13
4683,646,178,1697,"257,4",0,"0,15","0,05","8,5"
4600,1786,178,1863,"166,92",0,"0,15","0,05","11,3732562"
1815,854,178,2044,"181,2",0,"0,15","0,05","10,85"
2381,1071,178,2333,128,0,"0,15","0,05","14,55"
7119,2629,178,5440,"280,6",0,"0,15","0,05","14,55"
1052,569,181,1446,"318,5",0,"0,15","0,05","21,3"
3207,1437,181,3343,108,0,"0,15","0,05","15,02"
775,422,182,920,"455,76",0,"0,15","0,05","17,4478349"
1536,747,182,1882,"120,27",0,"0,15","0,05","9,2616097"
1230,586,185,1527,"149,7",0,"0,15","0,05","7,25"
955,136,188,180,"114,58",0,"0,15","0,05","13,7708256"
7491,2562,188,180,"114,58",0,"0,15","0,05",20
6491,177,188,211,"208,91",0,"0,15","0,05",20
7407,2482,188,265,"149,4",0,"0,15","0,05",20
856,465,188,625,"438,08",0,"0,15","0,05","43,7667303"
738,408,188,848,"382,91",0,"0,15","0,05","41,7269403"
1134,364,188,1110,"349,84",0,"0,15","0,05","33,2868499"
11745,4038,188,1164,"179,14",100,"0,05","0,05",20
1249,636,188,1609,"278,56",0,"0,15","0,05",20
1324,678,188,1685,"219,04",0,"0,15","0,05","26,0272567"
7375,2297,188,5062,"139,28",0,"0,15","0,05",20
6248,2272,189,351,"123,65",0,"0,15","0,05","8,6"
8843,3142,189,371,"242,52",0,"0,15","0,05","11,13"
1189,567,189,610,"123,6",0,"0,15","0,05","11,29"
833,455,189,941,"130,6",0,"0,15","0,05","11,13"
2736,535,189,1159,"153,21",0,"0,15","0,05","12,13"
827,451,189,1238,"281,72",0,"0,15","0,05","10,8954495"
2726,619,189,1529,"120,38",0,"0,15","0,05","11,29"
10018,1326,189,1529,"212,83",0,"0,15","0,05","11,99"
1523,742,189,1875,"148,6",0,"0,15","0,05","11,21"
6558,2323,189,1875,"232,57",0,"0,15","0,05","11,99"
7827,1337,189,2778,"236,66",0,"0,15","0,05","12,73"
3668,1550,189,3251,"226,58",0,"0,15","0,05","11,99"
4356,1573,189,3251,"156,67",0,"0,15","0,05","11,99"
5416,1904,189,4526,"136,18",0,"0,15","0,05","8,6"
7925,2870,189,5719,"100,98",0,"0,15","0,05","12,73"
9587,3259,189,6235,"127,5",0,"0,15","0,05","10,93"
820,447,193,1233,"398,82",100,"0,05","0,05","18,7050893"
3598,1535,193,2116,"194,73",100,"0,05","0,05","21,52"
6711,1757,193,4275,"159,6",0,"0,15","0,05","61,5"
8684,2507,193,4275,"214,2",0,"0,15","0,05","18,952667"
4720,1822,193,4418,"355,2",0,"0,15","0,05","11,2607704"
5325,2026,193,4687,123,0,"0,15","0,05",37
5864,2265,194,2199,"136,66",0,"0,15","0,05","16,5"
6438,177,195,211,"225,65",0,"0,15","0,05","23,2576516"
863,469,195,1267,"221,66",0,"0,15","0,05","6,7030131"
2182,993,195,1555,"118,89",0,"0,15","0,05","6,18127931"
3717,1558,195,3735,"153,09",0,"0,15","0,05",24
10322,3599,195,6655,"119,22",0,"0,15","0,05",20
6579,2387,196,1539,120,0,"0,15","0,05","9,3"
9493,1902,196,1959,"261,6",0,"0,15","0,05","11,52"
10211,3360,196,1959,156,0,"0,15","0,05","10,5"
4297,1624,196,3317,120,0,"0,15","0,05","7,14"
6763,2478,196,5063,"141,6",0,"0,15","0,05","9,6"
10494,3643,196,6710,"369,6",100,"0,05","0,05","12,53"
6173,2367,197,202,"190,08",100,"0,05","0,05","8,94"
2213,1013,197,519,"138,24",100,"0,05","0,05","8,94"
5370,2066,197,556,"129,6",100,"0,05","0,05","8,94"
1033,497,197,1010,"133,68",0,"0,15","0,05","13,75"
1047,560,197,1010,"120,96",0,"0,15","0,05","7,95"
974,529,197,1159,"183,6",0,"0,15","0,05","13,75"
2786,1788,197,1159,"183,6",0,"0,15","0,05","8,94"
5922,2282,197,1414,"360,24",0,"0,15","0,05","13,75"
11717,3518,197,1414,"120,72",0,"0,15","0,05","13,75"
1039,563,197,1427,"166,32",0,"0,15","0,05","8,94"
9509,1926,197,1527,"260,64",0,"0,15","0,05","13,75"
1385,697,197,1610,"374,4",100,"0,05","0,05","22,45"
1534,748,197,1884,384,100,"0,05","0,05",37
2413,1108,197,2105,"162,96",0,"0,15","0,05","13,75"
2540,1170,197,2865,"136,08",100,"0,05","0,05","8,94"
2949,1254,197,3056,"120,96",100,"0,05","0,05","8,94"
2952,1334,197,3280,"129,6",100,"0,05","0,05","18,0452085"
6437,2434,197,5212,270,100,"0,05","0,05","13,75"
10850,3655,197,6721,"120,96",0,"0,15","0,05","8,94"
1028,530,200,905,"120,6",0,"0,15","0,05",7
770,421,202,160,204,0,"0,15","0,05","6,16362635"
1628,405,202,172,134,0,"0,15","0,05","11,45"
4060,1652,202,184,100,0,"0,15","0,05","13,75"
4085,1655,202,184,200,0,"0,15","0,05","8,94"
9506,3106,202,271,105,0,"0,15","0,05","7,25"
840,866,202,691,100,0,"0,15","0,05","7,95"
1194,383,202,1058,103,0,"0,15","0,05","10,45"
1530,1247,202,1159,101,0,"0,15","0,05","6,3989678"
826,450,202,1238,205,0,"0,15","0,05","15,6084999"
1742,559,202,1412,102,0,"0,15","0,05","9,75"
1078,587,202,1428,130,0,"0,15","0,05","11,25"
1386,697,202,1610,100,0,"0,15","0,05","4,06267732"
1806,805,202,2005,134,0,"0,15","0,05","8,94"
2157,984,202,2173,132,0,"0,15","0,05","17,55"
2500,1142,202,2638,103,0,"0,15","0,05","10,45"
2725,1398,202,3020,125,0,"0,15","0,05","7,95"
11718,2983,202,3336,160,0,"0,15","0,05","10,3546876"
6093,2306,202,5069,169,0,"0,15","0,05","8,94"
6137,2361,202,5108,272,0,"0,15","0,05","14,0633989"
6597,2404,202,5134,102,0,"0,15","0,05","11,88"
6273,2388,202,5139,134,100,"0,05","0,05","7,25"
6895,2565,202,5355,103,0,"0,15","0,05","7,25"
8797,3128,202,6070,103,0,"0,15","0,05","11,2"
1131,921,203,17,"136,4",0,"0,15","0,05","19,16"
3508,1499,203,230,"124,7",0,"0,15","0,05","19,85"
6605,2482,203,265,"119,63",0,"0,15","0,05","16,11"
5978,2299,203,784,"121,91",0,"0,15","0,05","29,85"
1226,629,203,1646,"118,37",0,"0,15","0,05","4,06813698"
8236,2956,203,5832,"127,23",0,"0,15","0,05","16,88"
11413,3608,203,6655,"233,76",0,"0,15","0,05","30,71"
11090,2763,208,518,"132,93",0,"0,15","0,05",31
6525,2951,208,1788,"569,7",0,"0,15","0,05","50,77"
7914,2868,208,5664,"108,14",0,"0,15","0,05","24,8"
1004,367,209,784,"112,55",0,"0,15","0,05","13,75"
1185,567,211,610,"120,61",100,"0,05","0,05","9,67"
821,448,211,1234,"570,54",0,"0,15","0,05","60,8930791"
1130,603,211,1234,"225,22",0,"0,15","0,05","14,11"
3714,604,211,1234,"186,95",0,"0,15","0,05","8,8"
862,468,211,1267,"880,43",0,"0,15","0,05","35,6929347"
9287,3298,211,1267,"334,59",0,"0,15","0,05","17,97"
4658,1659,211,4181,"383,59",0,"0,15","0,05","13,98"
3442,729,215,1574,"285,12",0,"0,15","0,05","11,13"
3667,1550,215,3251,"760,32",100,"0,05","0,05","17,05"
3526,1514,215,3770,"380,16",100,"0,05","0,05","35,1705656"
3993,826,217,556,"128,52",0,"0,15","0,05","46,89"
709,390,221,668,"123,42",0,"0,15","0,05","8,75724185"
758,418,221,1079,"246,87",100,"0,05","0,05","11,6593054"
860,467,221,1173,"144,02",100,"0,05","0,05","16,3143274"
1421,710,221,1818,117,0,"0,15","0,05","12,55"
1724,816,222,2022,"274,8",0,"0,15","0,05","14,02"
6386,806,223,1057,"112,68",0,"0,15","0,05",16
2285,1045,223,1627,"116,17",0,"0,15","0,05","15,6"
1502,737,223,1829,"112,68",0,"0,15","0,05",16
2710,1235,224,1294,"122,64",0,"0,15","0,05","6,39"
8171,1705,224,4226,"180,47",0,"0,15","0,05","8,75"
11254,2190,224,4897,"110,13",0,"0,15","0,05","18,95"
937,516,225,1348,"127,37",100,"0,05","0,05","13,75"
10530,3654,225,6722,"121,85",100,"0,05","0,05","13,75"
6513,873,226,8,"241,06",0,"0,15","0,05","8,36610074"
1022,552,226,513,146,0,"0,15","0,05","89,1"
5333,1688,226,513,"164,72",0,"0,15","0,05",30
5427,1817,226,4181,"128,58",0,"0,15","0,05",30
6116,2353,226,5102,"135,58",0,"0,15","0,05",30
1205,432,227,510,"317,37",0,"0,15","0,05",42
7359,1588,227,510,"216,74",0,"0,15","0,05",47
10005,3111,227,510,"110,9",0,"0,15","0,05",13
1046,567,227,610,"210,02",0,"0,15","0,05","40,29"
10397,527,227,1045,"109,88",0,"0,15","0,05",17
3716,1500,227,3735,"165,96",0,"0,15","0,05","30,78"
6760,2325,227,3735,"204,7",0,"0,15","0,05",34
1842,651,229,691,"145,8",0,"0,15","0,05","12,53"
3050,1268,229,789,"270,36",0,"0,15","0,05","12,35"
4586,1763,229,1412,"194,4",0,"0,15","0,05","12,53"
1834,833,229,1729,"140,76",0,"0,15","0,05","12,53"
1799,805,229,2005,486,0,"0,15","0,05","15,59"
2156,984,229,2173,216,0,"0,15","0,05","22,45"
8926,3173,229,2321,"129,6",0,"0,15","0,05","11,52"
4542,1624,229,3317,"195,48",0,"0,15","0,05","12,53"
8664,3091,229,4999,"210,6",0,"0,15","0,05",10
985,405,230,172,"154,44",0,"0,15","0,05","11,76"
2122,791,230,172,"121,26",0,"0,15","0,05","8,32"
8056,2460,230,233,"168,3",0,"0,15","0,05","9,4"
1316,474,230,371,"181,88",0,"0,15","0,05","8,32"
8677,674,230,371,"384,14",0,"0,15","0,05","9,4"
1195,618,230,553,"228,93",100,"0,05","0,05","9,4"
1011,458,230,691,"128,96",100,"0,05","0,05","8,32"
690,383,230,1058,"134,88",0,"0,15","0,05","9,4"
1539,619,230,1529,"142,12",0,"0,15","0,05","8,32"
10014,1326,230,1529,"114,64",0,"0,15","0,05","8,32"
7471,2732,230,4778,"124,12",0,"0,15","0,05","8,32"
1529,262,232,334,192,0,"0,15","0,05","12,73"
807,441,232,1160,"202,56",100,"0,05","0,05","8,8504005"
989,538,232,1379,"202,56",100,"0,05","0,05","17,0853829"
1544,751,232,1892,"202,56",100,"0,05","0,05","12,13"
2478,1119,232,2684,"202,56",0,"0,15","0,05","11,13"
6585,2378,232,5118,"202,56",0,"0,15","0,05","11,13"
8800,3130,232,6070,192,0,"0,15","0,05","12,73"
10249,3577,232,6452,"202,56",0,"0,15","0,05","11,13"
776,423,233,920,"514,8",100,"0,05","0,05","72,4108126"
1462,296,233,940,"257,4",100,"0,05","0,05","12,35"
1707,687,233,1737,"124,2",100,"0,05","0,05","7,48291535"
7090,2622,234,5425,160,0,"0,15","0,05","17,55"
1367,80,235,274,"107,62",0,"0,15","0,05",18
3327,734,235,681,"120,28",0,"0,15","0,05",15
6884,1090,235,1555,"107,62",0,"0,15","0,05",15
1466,723,235,1673,"177,25",0,"0,15","0,05",18
6743,2516,235,5302,"113,94",0,"0,15","0,05",18
6436,177,236,211,"256,14",0,"0,15","0,05",15
3992,826,236,556,"153,36",0,"0,15","0,05","51,73"
4794,1653,236,4162,"110,58",0,"0,15","0,05","74,84"
5367,2064,236,4407,"174,24",0,"0,15","0,05","105,49"
9413,3325,236,6317,"125,1",0,"0,15","0,05","91,2"
10303,3595,236,6652,"345,04",100,"0,05","0,05","105,23"
2243,829,237,1046,132,100,"0,05","0,05","10,93"
5328,2026,238,4687,114,0,"0,15","0,05",18
7089,2622,241,5425,168,0,"0,15","0,05","61,5"
1187,464,245,514,126,0,"0,15","0,05",15
1215,618,245,553,"145,8",0,"0,15","0,05",15
2238,721,245,1173,"174,6",100,"0,05","0,05",15
1147,584,245,1517,"145,8",0,"0,15","0,05",15
2405,1107,245,1613,126,0,"0,15","0,05",15
3304,1209,245,2910,129,0,"0,15","0,05",20
4727,1823,245,4183,207,0,"0,15","0,05",15
11450,2147,245,4876,"145,8",0,"0,15","0,05",15
11002,3786,245,5689,"174,6",0,"0,15","0,05",15
8446,3034,245,5917,207,0,"0,15","0,05",15
10814,3730,245,6802,"129,6",0,"0,15","0,05",15
11421,3924,245,6986,"145,8",0,"0,15","0,05",15
893,493,248,436,"182,4",100,"0,05","0,05","20,05"
1727,816,250,2022,"129,6",0,"0,15","0,05","11,5694115"
695,144,251,8,"377,91",0,"0,15","0,05","43,6879114"
1257,638,251,175,"314,9",100,"0,05","0,05","78,21"
8901,1582,251,214,"254,84",100,"0,05","0,05","46,12"
2114,315,251,410,"377,91",0,"0,15","0,05","74,66"
10372,2813,251,410,"125,96",0,"0,15","0,05","59,5"
4084,1560,251,518,"254,88",0,"0,15","0,05","35,04"
1508,737,251,1829,"144,96",0,"0,15","0,05","55,44"
3599,1535,251,2116,126,0,"0,15","0,05","8,55"
1930,3090,251,2133,"258,26",0,"0,15","0,05","40,85"
2007,920,251,2157,"125,97",100,"0,05","0,05","50,32"
10506,3651,251,4079,"376,56",100,"0,05","0,05","23,21"
5327,2026,251,4687,"119,7",0,"0,15","0,05","102,72"
9075,2588,251,4703,"383,76",0,"0,15","0,05","39,92"
7731,2799,251,5652,"376,56",100,"0,05","0,05","45,51"
11062,3809,251,6879,"128,88",100,"0,05","0,05","58,43"
3257,1455,254,373,"120,52",0,"0,15","0,05","91,69"
3746,775,254,518,"162,55",0,"0,15","0,05","115,82"
3795,420,254,520,"144,57",0,"0,15","0,05","72,4"
5072,1900,254,1275,"120,52",0,"0,15","0,05","109,44"
7336,2690,254,5011,"120,52",0,"0,15","0,05",25
8091,2920,254,5766,"120,52",0,"0,15","0,05","96,53"
11341,3602,254,6654,"120,27",0,"0,15","0,05","4,83600872"
11073,3809,254,6879,"120,52",0,"0,15","0,05",30
1736,765,255,556,"113,1",0,"0,15","0,05","10,26"
864,470,255,1263,"197,92",100,"0,05","0,05","10,44"
1350,688,256,1729,"172,8",0,"0,15","0,05","16,37"
1749,773,256,1729,"248,64",0,"0,15","0,05","18,62"
2707,1329,256,1775,"164,16",0,"0,15","0,05","12,53"
1744,830,256,2043,"761,52",0,"0,15","0,05","40,96"
1468,724,257,230,"168,8",100,"0,05","0,05","13,6"
2394,1105,257,2443,240,0,"0,15","0,05","38,44"
11951,1217,257,2952,144,0,"0,15","0,05","30,73"
7129,2629,257,5440,592,0,"0,15","0,05","65,58"
4585,1782,261,2055,"187,2",0,"0,15","0,05","153,5"
2642,1181,261,2901,"302,4",0,"0,15","0,05","19,4249601"
1442,385,262,569,"121,8",0,"0,15","0,05","14,17"
923,509,262,1330,243,100,"0,05","0,05","11,6"
1762,516,262,1348,"121,8",0,"0,15","0,05","14,17"
1689,812,262,1775,"122,4",0,"0,15","0,05","14,17"
1824,847,266,1609,162,0,"0,15","0,05","17,79"
2311,1056,267,1325,"170,4",100,"0,05","0,05",16
1376,694,267,1676,"170,4",0,"0,15","0,05",16
9145,1785,267,2798,"170,4",0,"0,15","0,05",20
5449,2088,267,4712,"100,8",0,"0,15","0,05","17,35"
5648,2160,267,4890,"134,4",100,"0,05","0,05","30,48"
866,472,268,17,"411,6",0,"0,15","0,05","20,8068315"
1956,763,268,164,162,0,"0,15","0,05","13,75"
7434,932,268,164,"214,2",0,"0,15","0,05","13,75"
965,292,268,905,"121,74",0,"0,15","0,05","13,75"
11178,2772,268,979,"135,74",0,"0,15","0,05","4,07865454"
1741,810,268,1046,"221,6",0,"0,15","0,05",16
11211,3056,268,1173,"124,2",0,"0,15","0,05","11,0021907"
748,412,268,1179,"395,4",0,"0,15","0,05","32,731087"
8339,2575,268,1263,"136,86",0,"0,15","0,05","13,75"
5949,1339,268,1673,"183,6",0,"0,15","0,05","13,75"
5760,2171,268,2011,"250,8",0,"0,15","0,05","23,48"
10619,3529,268,2824,"158,64",0,"0,15","0,05","13,75"
4983,1880,268,3990,"124,32",0,"0,15","0,05","13,75"
5904,2273,268,5001,"124,1",0,"0,15","0,05","13,75"
5681,2120,271,167,"133,2",0,"0,15","0,05","15,7369171"
791,427,271,691,"501,7",100,"0,05","0,05","36,3160908"
792,428,271,1213,"484,48",0,"0,15","0,05","47,2345124"
9691,3027,271,1213,"314,52",0,"0,15","0,05","314,52"
7441,1332,271,1290,"157,64",0,"0,15","0,05","18,9669591"
2406,1107,271,1613,"193,68",0,"0,15","0,05","7,57387731"
6573,2393,271,2053,"151,2",0,"0,15","0,05","6,73913223"
2018,858,271,2095,"145,2",0,"0,15","0,05",145
6002,1855,271,4445,"150,48",0,"0,15","0,05","11,3671962"
7915,2870,271,5719,"118,17",0,"0,15","0,05","118,17"
9714,3430,271,6419,"131,72",0,"0,15","0,05","131,72"
10273,3584,271,6638,"246,24",0,"0,15","0,05","23,142859"
6578,2387,273,1539,"205,2",0,"0,15","0,05","13,75"
5520,1689,273,4213,"205,2",0,"0,15","0,05","13,75"
8193,2938,276,5801,"268,5",0,"0,15","0,05","25,0526904"
1545,752,277,1895,"111,42",100,"0,05","0,05","3,85241795"
1681,807,277,2014,"136,74",100,"0,05","0,05","14,0787342"
1738,827,277,2049,"136,74",100,"0,05","0,05","6,09"
2095,958,277,2245,"136,74",100,"0,05","0,05","8,99"
2115,965,277,2276,"136,74",100,"0,05","0,05","8,99"
2127,973,277,2284,"136,74",100,"0,05","0,05","6,88"
2599,1192,277,2928,"136,74",100,"0,05","0,05","6,09"
2603,1196,277,2939,"136,74",100,"0,05","0,05","6,09"
2610,1202,277,2945,"136,74",100,"0,05","0,05","9,05"
2851,1283,277,3173,"136,74",100,"0,05","0,05","8,99"
2865,1289,277,3196,"136,74",100,"0,05","0,05","8,99"
2867,1292,277,3199,"136,74",100,"0,05","0,05","8,99"
2868,1294,277,3201,"136,74",100,"0,05","0,05","8,99"
2889,1298,277,3222,"136,74",100,"0,05","0,05","8,99"
2919,1310,277,3260,"136,74",100,"0,05","0,05","8,65"
2921,1312,277,3261,"136,74",100,"0,05","0,05","8,65"
2922,1314,277,3262,"136,74",100,"0,05","0,05","8,65"
2927,1319,277,3270,"136,74",100,"0,05","0,05","9,65"
2986,1352,277,3318,"136,74",100,"0,05","0,05","9,65"
3581,1006,280,2287,120,0,"0,15","0,05","12,55"
2352,1071,280,2333,"108,5",0,"0,15","0,05","12,55"
1871,890,281,1260,"718,5",100,"0,05","0,05","29,45"
895,494,281,1292,"204,3",100,"0,05","0,05","28,821109"
919,506,281,1324,"227,97",100,"0,05","0,05","8,94"
958,521,281,1352,"827,34",100,"0,05","0,05","104,644274"
1255,637,281,1663,"122,25",100,"0,05","0,05","7,23677342"
1527,745,281,1761,"201,6",0,"0,15","0,05","17,5"
1362,691,281,1768,"122,25",100,"0,05","0,05","15,468803"
1656,792,281,1986,"105,9",100,"0,05","0,05","6,89211527"
1657,794,281,1992,"105,9",100,"0,05","0,05","3,79166899"
1866,881,281,2127,331,100,"0,05","0,05","24,4202345"
1949,918,281,2156,"157,8",100,"0,05","0,05",25
2534,1165,281,2753,"211,45",100,"0,05","0,05","8,94"
2571,1180,281,2900,"220,05",100,"0,05","0,05","24,5296342"
1115,87,282,17,"261,6",0,"0,15","0,05","22,5"
2869,820,283,1775,"302,4",0,"0,15","0,05","11,52"
773,884,284,160,"127,2",0,"0,15","0,05","8,1"
1945,914,284,258,"127,2",0,"0,15","0,05","8,1"
1686,803,284,1046,159,0,"0,15","0,05","10,4993401"
1952,917,284,1463,"127,2",0,"0,15","0,05","8,1"
2393,1105,284,2443,124,0,"0,15","0,05","8,1"
1121,87,285,17,"339,92",0,"0,15","0,05",62
11699,3545,285,17,"127,02",0,"0,15","0,05",78
