,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
171,171,tt0090945,Didi Drives Me Crazy,Wigbert Wicker,Didi auf vollen Touren,1986-01-01,92,5,614,Comedy,"Wolfgang Rühl, Uwe Büschken, Dieter Hallervorden"
172,172,tt0090949,El disputado voto del Sr. Cayo,Antonio Giménez Rico,El disputado voto del Sr. Cayo,1986-01-01,94,6,246,Drama,Francisco Rabal
173,173,tt0090952,Peking Opera Blues,Hark Tsui,Do ma daan,1986-01-01,104,7,2524,Action,"Yin Szema, Paul Chun, Sally Yeh, Brigitte Lin"
174,174,tt0090956,Eastern Condors,Sammo Kam-Bo Hung,Dung fong tuk ying,1987-01-01,98,7,2695,Action,Sammo Kam-Bo Hung
175,175,tt0090963,Double Gentlemen,Jean-François Stévenin,Double messieurs,1986-01-01,90,6,157,Comedy,"Jean-François Stévenin, Yves Afonso"
176,176,tt0090966,Down and Out in Beverly Hills,Paul Mazursky,Down and Out in Beverly Hills,1986-01-01,103,6,19699,Comedy,"Donald F. Muhich, Jack Bruskoff, Robert Banas, Nick Nolte"
177,177,tt0090967,Down by Law,Jim Jarmusch,Down by Law,1986-01-01,107,7,52886,Comedy,"Tom Jarmusch, Tom Waits, Nicoletta Braschi"
178,178,tt0090969,DragÇün Rapide,Jaime Camino,DragÇün Rapide,1986-01-01,100,6,191,Drama,"José Luis Pellicena, Laura García Lorca, Juan Diego"
179,179,tt0090985,The Decline of the American Empire,Denys Arcand,Le dǸclin de l'empire amǸricain,1986-01-01,101,7,8478,Comedy,"Mark Blandford, Yves Jacques, Denys Arcand, Dominique Michel"
180,180,tt0090986,Disorder,Olivier Assayas,DǸsordre,1986-01-01,95,6,353,Drama,Wadeck Stanczak
181,181,tt0090993,Eat the Peach,Peter Ormrod,Eat the Peach,1986-01-01,97,6,288,Comedy,"Liam Sweeney, Pat Kenny"
182,182,tt0090998,Egomania: Island Without Hope,Christoph Schlingensief,Egomania - Insel ohne Hoffnung,1986-01-01,84,5,312,Drama,Christoph Schlingensief
183,183,tt0091006,Life's Hardy Men,Mikko Niskanen,ElÇÏmÇÏn vonkamies,1986-01-01,142,6,250,Drama,"Martti Kainulainen, Pirjo Leppänen, Timo Markko, Martti Kainulainen"
184,184,tt0091008,Emma's War,Clytie Jessop,Emma's War,1987-01-01,94,5,170,Drama,"Clytie Jessop, Lee Remick"
185,185,tt0091019,Every Time We Say Goodbye,Moshé Mizrahi,Every Time We Say Goodbye,1986-01-01,95,5,2585,Drama,"Dafna Armoni, Cristina Marsillach, Alexandre Lagoya, Tom Hanks"
186,186,tt0091024,Extremities,Robert M. Young,Extremities,1986-01-01,89,6,4063,Drama,"Roger Steffens, Enid Kent, Farrah Fawcett"
187,187,tt0091027,Eye of the Tiger,Richard C. Sarafian,Eye of the Tiger,1986-01-01,92,5,2265,Action,"Tony Scotti, Kathryn Fuller, Gary Busey"
188,188,tt0091032,The Fantasist,Robin Hardy,The Fantasist,1986-01-01,98,5,337,Thriller,"Brendan Cauldwell, Moira Sinise, Robin Hardy"
189,189,tt0091035,Singing the Blues in Red,Ken Loach,Fatherland,1986-01-01,111,6,540,Drama,"Gerulf Pannach, Gerulf Pannach"
190,190,tt0091038,The Woman of My Life,Régis Wargnier,La femme de ma vie,1986-01-01,102,6,229,Drama,"Christophe Malavoy, Elsa Lunghini, Françoise Noyon, Christophe Malavoy"
191,191,tt0091042,Ferris Bueller's Day Off,John Hughes,Ferris Bueller's Day Off,1986-01-01,103,7,366725,Comedy,"Matthew Broderick, John Hughes, Mia Sara, Matthew Broderick"
192,192,tt0091049,Filme DemǦncia,Carlos Reichenbach,Filme DemǦncia,1986-01-01,92,7,212,Drama,"Inácio Araújo, Ênio Gonçalves, Ênio Gonçalves"
193,193,tt0091053,Fire with Fire,Duncan Gibbins,Fire with Fire,1986-01-01,103,6,1801,Drama,"Duncan Gibbins, Craig Sheffer"
194,194,tt0091055,Firewalker,J. Lee Thompson,Firewalker,1986-01-01,105,5,7140,Action,"John Hazelwood, Chuck Norris"
195,195,tt0091059,Flight of the Navigator,Randal Kleiser,Flight of the Navigator,1986-01-01,90,6,49626,Adventure,"Neil Arthur, Matt Adler, Paul Reubens, Joey Cramer"
196,196,tt0091060,Flodder,Dick Maas,Flodder,1986-01-01,111,6,7414,Action,"Bert André, Barbara Barendrecht, Peter De Bont, Nelly Frijda"
197,197,tt0091064,The Fly,David Cronenberg,The Fly,1986-01-01,96,7,189111,Drama,"George Chuvalo, Geena Davis, Joy Boushel, Jeff Goldblum"
198,198,tt0091065,Teenage Dream,Paul Lynch,Flying,1986-01-01,90,5,691,Drama,"Denis Simpson, Louis Tucci, Ollie E. Brown, Olivia d'Abo"
199,199,tt0091067,For Love Alone,Stephen Wallace,For Love Alone,1986-01-01,102,5,194,History,"Stephen Wallace, Huw Williams, Helen Buday"
200,200,tt0091068,Foreign Body,Ronald Neame,Foreign Body,1986-01-01,111,5,301,Comedy,"Jenny Michelmore, Jane Laurie, Victor Banerjee"
201,201,tt0091080,Friday the 13th Part VI: Jason Lives,Tom McLoughlin,Jason Lives: Friday the 13th Part VI,1986-01-01,86,6,47289,Horror,"Renée Jones, J. Barry Herron, Darcy DeMoss, Thom Mathews"
202,202,tt0091081,The Fringe Dwellers,Bruce Beresford,The Fringe Dwellers,1986-01-01,98,6,427,Drama,Bruce Beresford
203,203,tt0091083,From Beyond,Stuart Gordon,From Beyond,1986-01-01,85,6,27813,Horror,"Albert Band, Stuart Gordon, John Carl Buechler, Jeffrey Combs"
204,204,tt0091089,Les frÇùres PǸtard,Hervé Palud,Les frÇùres PǸtard,1986-01-01,90,5,442,Adventure,"Tchee, Roland Baubeau, Jesse Garon, Gérard Lanvin"
205,205,tt0091090,"It's a Mad, Mad, Mad World",Clifton Ko,Fu gui bi ren,1987-01-01,100,6,351,Comedy,Bill Tung
206,206,tt0091091,Millionaires' Express,Sammo Kam-Bo Hung,Foo gwai lip che,1986-01-01,108,7,1969,Action,"Kenny Bee, Dick Wei, Sammo Kam-Bo Hung"
207,207,tt0091093,The Fugitives,Francis Veber,Les fugitifs,1986-01-01,95,7,7325,Comedy,"Arno Klarsfeld, Pierre Richard"
208,208,tt0091096,Ga-ga: Glory to the Heroes,Piotr Szulkin,"Ga, Ga - Chwala bohaterom",1986-01-01,84,7,628,Comedy,"Anna Majcher, Mariusz Benoit, Jerzy Januszewicz, Marek Walczewski"
209,209,tt0091105,Genesis,Mrinal Sen,Genesis,1986-01-01,105,6,135,Drama,"Marie-Pascale Osterrieth, Shabana Azmi"
210,210,tt0091113,Ginger & Fred,Federico Fellini,Ginger e Fred,1986-01-01,127,7,5381,Comedy,"Elena Cantarone, Rinaldo Geleng, Salvatore Billa, Marcello Mastroianni"
211,211,tt0091114,Yuppies - I giovani di successo,Carlo Vanzina,Yuppies - I giovani di successo,1986-01-01,90,5,717,Comedy,"Sharon Gusberti, Guido Nicheli"
212,212,tt0091117,The Girl,Arne Mattsson,The Girl,1987-01-01,105,5,221,Drama,"Christer Banck, Hanna Brogren, Franco Nero"
213,213,tt0091126,God's Outlaw,Tony Tew,God's Outlaw,1986-01-01,93,6,234,Biography,"Dave Cooke, Roger Rees"
214,214,tt0091129,The Golden Child,Michael Ritchie,The Golden Child,1986-01-01,94,5,57385,Action,"Donald E. Thorin, Warren Demartini, Charlotte Lewis, Eddie Murphy"
215,215,tt0091136,Gonza the Spearman,Masahiro Shinoda,Yari no Gonza,1986-01-01,126,7,402,Drama,Hiromi Gô
216,216,tt0091142,Gothic,Ken Russell,Gothic,1986-01-01,87,5,8248,Drama,"Pascal King, Graham Day, Cosey Fanni Tutti, Gabriel Byrne"
217,217,tt0091151,The Great Wall Is a Great Wall,Peter Wang,A Great Wall,1986-01-01,97,6,385,Comedy,NONE
218,218,tt0091159,Gung Ho,Ron Howard,Gung Ho,1986-01-01,112,6,13410,Comedy,"Dock Ellis, Tamie Saiki, Jim S. Cash, Michael Keaton"
219,219,tt0091164,Half Moon Street,Bob Swaim,Half Moon Street,1986-01-01,90,5,2677,Drama,"Bob Swaim, Sigourney Weaver"
220,220,tt0091166,Hands of Steel,Sergio Martino,Vendetta dal futuro,1986-01-01,94,5,2690,Action,John Crowther
221,221,tt0091167,Hannah and Her Sisters,Woody Allen,Hannah and Her Sisters,1986-01-01,107,7,73023,Comedy,"Maureen O'Sullivan, Woody Allen, Barbara Hershey, Mia Farrow"
222,222,tt0091178,Haunted Honeymoon,Gene Wilder,Haunted Honeymoon,1986-01-01,82,5,7619,Comedy,"Eve Ferret, Julann Griffin, Gene Wilder"
223,223,tt0091187,Heartbreak Ridge,Clint Eastwood,Heartbreak Ridge,1986-01-01,130,6,45461,Drama,"John Eames, Trish Garland, Darwyn Swalve, Clint Eastwood"
224,224,tt0091188,Heartburn,Mike Nichols,Heartburn,1986-01-01,108,6,11767,Comedy,"Yakov Smirnoff, Jack Neam, Karen Akers, Meryl Streep"
225,225,tt0091192,Hell High,Douglas Grossman,Hell High,1987-01-01,84,5,1148,Crime,Christopher Stryker
226,226,tt0091202,High Stakes,Larry Kent,High Stakes,1986-01-01,82,5,104,Comedy,"Devin O'Brien, David Foley"
227,227,tt0091203,Highlander,Russell Mulcahy,Highlander,1986-01-01,116,7,139730,Action,"Peter Banks, Martin Atkinson, Verner Gresty, Christopher Lambert"
228,228,tt0091209,The Hitcher,Robert Harmon,The Hitcher,1986-01-01,97,7,49845,Action,"Gene Davis, Rutger Hauer, Henry Darrow"
229,229,tt0091214,Man Facing Southeast,Eliseo Subiela,Hombre mirando al sudeste,1986-01-01,105,7,4340,Drama,"Marta Albertinazzi, Pedro Aznar, Eliseo Subiela, Lorenzo Quinteros"
230,230,tt0091217,Hoosiers,David Anspaugh,Hoosiers,1986-01-01,114,7,48542,Drama,"David Anspaugh, Brad Boyle, Ray Crowe, Gene Hackman"
231,231,tt0091219,Hotshot,Rick King,Hotshot,1986-01-01,99,5,361,Drama,"Alexandre Cappelli, Julie Ann Johnson, Weyman Thompson, Jim Youngs"
232,232,tt0091229,Royal Warriors,David Chung,Wong ga jin si,1986-01-01,96,6,1660,Action,"Reiko Niwa, Michelle Yeoh"
233,233,tt0091244,I Love You,Marco Ferreri,I Love You,1986-01-01,101,5,529,Drama,"Carole Fredericks, Hua Krung, Patrice Bertrand, Christopher Lambert"
234,234,tt0091246,I lagens namn,Kjell Sundvall,I lagens namn,1986-01-01,87,6,657,Crime,"Lena Ræder, Anders T. Peedu, Gunnar Falk, Sven Wollter"
235,235,tt0091253,IdÇô van,Péter Gothár,IdÇô van,1986-01-01,112,6,187,Comedy,"Györgyi Lang, Tibor Solymosi, István Gyuricza, Márk Zala"
236,236,tt0091256,Permission,Gulzar,Ijaazat,1987-01-01,137,8,1592,Drama,"Anuradha Patel, Rekha"
237,237,tt0091258,Ilzaam,Shibu Mitra,Ilzaam,1986-01-01,164,5,116,Drama,Shashi Kapoor
238,238,tt0091261,The Realm of Fortune,Arturo Ripstein,El imperio de la fortuna,1986-01-01,130,7,402,Drama,"Ernesto Yáñez, Blanca Guerra, Emilio Ebergenyi, Ernesto Gómez Cruz"
239,239,tt0091263,In de schaduw van de overwinning,Ate de Jong,In de schaduw van de overwinning,1986-01-01,103,6,272,Drama,Jeroen Krabbé
240,240,tt0091268,Inside Out,Robert Taicher,Inside Out,1986-01-01,87,6,268,Drama,Elliott Gould
241,241,tt0091270,Inspector Lavardin,Claude Chabrol,Inspecteur Lavardin,1986-01-01,100,6,1434,Crime,Jean Poiret
242,242,tt0091276,Invaders from Mars,Tobe Hooper,Invaders from Mars,1986-01-01,100,5,9716,Horror,"Scot Holton, Aaron Scott Bernard, Shawn Campbell, Karen Black"
243,243,tt0091278,Iron Eagle,Sidney J. Furie,Iron Eagle,1986-01-01,117,5,15204,Action,"Jerry Hyman, David Greenlee, Sidney J. Furie, Louis Gossett Jr."
244,244,tt0091281,Jackals,Gary Grillo,Jackals,1986-01-01,97,5,210,Action,"Frank Soto, Jameson Parker, Fargo Graham"
245,245,tt0091284,Janbaaz,Feroz Khan,Janbaaz,1986-01-01,175,6,743,Action,Feroz Khan
246,246,tt0091287,I Hate Actors,Gérard Krawczyk,Je hais les acteurs,1986-01-01,90,5,246,Comedy,"Jean Nainchrik, Pauline Lafont, Jean Poiret"
247,247,tt0091288,Jean de Florette,Claude Berri,Jean de Florette,1986-01-01,120,8,26523,Comedy,"Bruno Nuytten, Claude Berri, Pascal Baeumler, Yves Montand"
248,248,tt0091293,Mr. Vampire II,Ricky Lau,Geung see ga zuk,1986-01-01,89,5,724,Action,NONE
249,249,tt0091295,"Jo Jo Dancer, Your Life Is Calling",Richard Pryor,"Jo Jo Dancer, Your Life Is Calling",1986-01-01,97,6,1906,Biography,"Kiblena Peace, Richard Pryor"
250,250,tt0091305,A Judgment in Stone,Ousama Rawi,A Judgment in Stone,1986-01-01,102,5,184,Horror,"Jim Cole, Andy Knott, Rita Tushingham"
251,251,tt0091306,Jumpin' Jack Flash,Penny Marshall,Jumpin' Jack Flash,1986-01-01,105,5,19961,Comedy,"Benji Gregory, Teagan Clive, June Chadwick, Whoopi Goldberg"
252,252,tt0091310,Just Between Friends,Allan Burns,Just Between Friends,1986-01-01,110,5,955,Drama,"John Terry Bell, Mary Tyler Moore"
253,253,tt0091314,The Return of the Jonsson League,Mikael Ekman,JÇônssonligan dyker upp igen,1986-01-01,88,6,3643,Comedy,"Birgitta Andersson, Jacob Dahlin, Gösta Ekman"
254,254,tt0091317,Happy Ghost III,Johnnie To,Hoi sam gwai: Chong gwai,1986-01-01,89,6,322,Comedy,Ching Wong
255,255,tt0091322,Kamikaze,Didier Grousset,Kamikaze,1986-01-01,90,5,652,Crime,"Basile de Bodt, Arielle Sémenoff, Bernard Ballet, Richard Bohringer"
256,256,tt0091323,Kamikaze Hearts,Juliet Bashore,Kamikaze Hearts,1986-01-01,87,6,221,Drama,"Paul M. Young, John Knoop, Tigr"
257,257,tt0091325,Kangaroo,Tim Burstall,Kangaroo,1986-01-01,108,6,270,Drama,Colin Friels
258,258,tt0091326,The Karate Kid Part II,John G. Avildsen,The Karate Kid Part II,1986-01-01,113,6,93303,Action,"Tamlyn Tomita, Pat Morita, Jim Bullock"
259,259,tt0091328,Karma,Subhash Ghai,Karma,1986-01-01,193,7,2275,Action,"Satish Kaul, C.S. Dubey, Dilip Kumar"
260,260,tt0091338,Killer Party,William Fruet,Killer Party,1986-01-01,91,5,2523,Comedy,"Alicia Fleer, Sherry Willis-Burch, Martin Hewitt"
261,261,tt0091341,Kin-dza-dza!,Georgiy Daneliya,Kin-dza-dza!,1986-01-01,135,7,13077,Comedy,"Levan Gabriadze, Valentin Bukin, Georgiy Daneliya, Stanislav Lyubshin"
262,262,tt0091352,Kochankowie mojej mamy,Radoslaw Piwowarski,Kochankowie mojej mamy,1986-01-01,93,6,204,Drama,"Iwona Sloczynska, Radoslaw Piwowarski, Krystyna Janda"
263,263,tt0091354,Comic Magazine,Yôjirô Takita,Komikku zasshi nanka iranai!,1986-01-01,120,6,195,Comedy,"Yûya Uchida, Yûya Uchida"
264,264,tt0091355,The Terrorizers,Edward Yang,Kong bu fen zi,1986-01-01,109,7,4823,Crime,"Hsiao-Yeh, Cora Miao"
265,265,tt0091358,Chronicle of Amorous Accidents,Andrzej Wajda,Kronika wypadkÇüw milosnych,1986-01-01,120,6,401,Drama,"Adrianna Godlewska, Paulina Mlynarska"
266,266,tt0091360,Young Dragons: Kung Fu Kids,Mei-Chun Chang,Hao xiao zi,1986-01-01,86,7,489,Action,"Cheng-Kuo Yen, David Tao, Cheng-Kuo Yen"
267,267,tt0091364,Courier,Karen Shakhnazarov,Kuryer,1986-01-01,88,7,4993,Comedy,"Nikolai Karnaukhov, Anastasiya Nemolyaeva, Fyodor Dunayevsky"
268,268,tt0091369,Labyrinth,Jim Henson,Labyrinth,1986-01-01,101,7,141805,Adventure,"Nigel Plaskitt, Michael Attwell, Gates McFadden"
269,269,tt0091370,The Ladies Club,Janet Greek,The Ladies Club,1986-01-01,85,5,288,Crime,"Janet Greek, Largo Woodruff, Karen Austin"
270,270,tt0091374,Lady Jane,Trevor Nunn,Lady Jane,1986-01-01,136,7,6864,Biography,"Sara Kestelman, Adèle Anderson, Zelah Clarke, Helena Bonham Carter"
271,271,tt0091377,The Old Well,Tian-Ming Wu,Lao jing,1987-01-01,130,7,335,Drama,"Yujing Liang, Liping Lü, Yujing Liang"
272,272,tt0091379,Laputa,Helma Sanders-Brahms,Laputa,1986-01-01,92,7,207,Drama,"Krystyna Janda, Helma Sanders-Brahms, Sami Frey"
273,273,tt0091396,Legal Eagles,Ivan Reitman,Legal Eagles,1986-01-01,116,6,11524,Comedy,"Chevi Colton, Harper Flaherty, Robert Redford"
274,274,tt0091398,The Beauty of Vice,Zivko Nikolic,Lepota poroka,1986-01-01,105,8,2157,Drama,"Boba Stefanovic, Mira Furlan, Dragan Nikolic"
275,275,tt0091406,Dust in the Wind,Hsiao-Hsien Hou,LiÇÿn liÇÿn fengchǸn,1986-01-01,109,7,2928,Drama,Ching Chun Hsu
276,276,tt0091410,Scene of the Crime,André Téchiné,Le lieu du crime,1986-01-01,90,6,1004,Crime,"Nicolas Giraudi, Jean Bousquet, Nicolas Giraudi"
277,277,tt0091412,Liian iso keikka,Ere Kokkonen,Liian iso keikka,1986-01-01,95,5,292,Comedy,"Leena Kaskela, Vesa-Matti Loiri"
278,278,tt0091415,Link,Richard Franklin,Link,1986-01-01,103,5,3487,Horror,"Richard Franklin, Terence Stamp"
279,279,tt0091419,Little Shop of Horrors,Frank Oz,Little Shop of Horrors,1986-01-01,94,7,79765,Comedy,"Anthony Asbury, Nick Curtis, Roger Corman, Rick Moranis"
280,280,tt0091428,Legacy of Rage,Ronny Yu,Long zai jiang hu,1986-01-01,90,6,1433,Action,Brandon Lee
281,281,tt0091429,Les longs manteaux,Gilles Béhat,Les longs manteaux,1986-01-01,106,5,155,Action,"Gilles Béhat, Adolphe Viezzi, Bernard Giraudeau"
282,282,tt0091430,The Longshot,Paul Bartel,The Longshot,1986-01-01,89,5,680,Comedy,"Mickey Elliott, Tim Conway"
283,283,tt0091443,Loyalties,Anne Wheeler,Loyalties,1986-01-01,98,6,125,Drama,"William Johnston, Larry Yachimec, Kenneth Welsh"
284,284,tt0091445,Lucas,David Seltzer,Lucas,1986-01-01,100,6,16783,Comedy,"Corey Haim, Colleen Dion, Charlie Dore, Corey Haim"
285,285,tt0091447,Lucky Stars Go Places,Eric Tsang,Jui gaai fuk sing,1986-01-01,95,5,334,Action,Sammo Kam-Bo Hung
286,286,tt0091449,The Snow Queen,Päivi Hartzell,Lumikuningatar,1986-01-01,89,6,484,Family,"Reija Hirvikoski, Sarri Seppä, Sebastian Kaatrasalo, Satu Silvo"
287,287,tt0091457,La machine Çÿ dǸcoudre,Jean-Pierre Mocky,La machine Çÿ dǸcoudre,1986-01-01,88,5,146,Comedy,"Sophie Moyse, Jean Abeillé, Jean-Pierre Mocky"
288,288,tt0091461,Maine Ocean,Jacques Rozier,Maine Ocean,1986-01-01,130,6,285,Comedy,Jacques Rozier
289,289,tt0091464,Malcolm,Nadia Tass,Malcolm,1986-01-01,85,7,2635,Comedy,"Lindy Davies, Colin Friels"
290,290,tt0091466,Mama is boos!,Ruud van Hemert,Mama is boos!,1986-01-01,110,5,1361,Comedy,"Ruud van Hemert, Donna Baron, Hans van der Togt, Peter Faber"
291,291,tt0091468,Man Outside,Mark Stouffer,Man Outside,1987-01-01,97,6,110,Drama,"Richard Manuel, Don Schisler, Patricia Brandkamp, Robert Logan"
292,292,tt0091470,Man of Ashes,Nouri Bouzid,Rih Essed,1986-01-01,109,6,228,Drama,"Mohamed Dhrif, Mustapha Adouani"
293,293,tt0091472,The Manhattan Project,Marshall Brickman,The Manhattan Project,1986-01-01,117,6,6442,Sci-Fi,"Curt Dempster, Christopher Collet, Ken Chapin, John Lithgow"
294,294,tt0091474,Manhunter,Michael Mann,Manhunter,1986-01-01,120,7,75960,Crime,"Michael Mann, David Allen Brooks, Dennis Farina, William Petersen"
295,295,tt0091480,Manon of the Spring,Claude Berri,Manon des sources,1986-01-01,113,8,22992,Drama,"Gabriel Bacquier, Fransined, Yves Montand"
296,296,tt0091481,La mansiÇün de Araucaima,Carlos Mayolo,La mansiÇün de Araucaima,1986-01-01,85,6,230,Drama,"Carlos Mayolo, Helios Fernández"
297,297,tt0091495,Matador,Pedro Almodóvar,Matador,1986-01-01,110,7,12259,Drama,"Eva Cobo, Concha Hidalgo, Bibiana Fernández, Assumpta Serna"
298,298,tt0091497,Bad Blood,Leos Carax,Mauvais sang,1986-01-01,116,7,8784,Crime,"Denis Lavant, Leos Carax, Alain Dahan, Michel Piccoli"
299,299,tt0091498,Max My Love,Nagisa Ôshima,Max mon amour,1986-01-01,92,6,1206,Comedy,Charlotte Rampling
300,300,tt0091499,Maximum Overdrive,Stephen King,Maximum Overdrive,1986-01-01,98,5,33739,Action,"Stephen King, Armando Nannuzzi, Pat Miller, Emilio Estevez"
301,301,tt0091506,The Beekeeper,Theodoros Angelopoulos,O melissokomos,1986-01-01,122,7,2698,Drama,Marcello Mastroianni
302,302,tt0091507,MǸlo,Alain Resnais,MǸlo,1986-01-01,112,7,1694,Drama,"Marie-Françoise Bucquet, Pierre Arditi, Sabine Azéma"
303,303,tt0091510,Dream Lovers,Tony Au,Mung chung yan,1986-01-01,95,6,247,Drama,Chow Yun-Fat
304,304,tt0091511,Menu total,Christoph Schlingensief,Menu total,1986-01-01,81,5,271,Comedy,"Christoph Schlingensief, Thirza Bruncken"
305,305,tt0091524,Miracles,Jim Kouf,Miracles,1986-01-01,87,5,599,Comedy,"Susan Wheeler Duff, Tom Conti"
306,306,tt0091525,Le miraculǸ,Jean-Pierre Mocky,Le miraculǸ,1987-01-01,88,5,388,Comedy,"Sylvie Joly, Patrick Granier, Jean-Claude Romer, Michel Serrault"
307,307,tt0091528,Miss Mary,María Luisa Bemberg,Miss Mary,1986-01-01,100,6,319,Drama,Julie Christie
308,308,tt0091530,The Mission,Roland Joffé,The Mission,1986-01-01,125,7,62905,Adventure,"Daniel Berrigan, Robert Bolt, Alejandro Azzano, Robert De Niro"
309,309,tt0091531,La mitad del cielo,Manuel Gutiérrez Aragón,La mitad del cielo,1986-01-01,127,6,418,Drama,"Nacho Martínez, José Luis Cerezo, Ángela Molina"
310,310,tt0091532,Magic Crystal,Jing Wong,Mo fei cui,1986-01-01,95,5,585,Action,"Mo-Lin Yu, Bin Bin, Kien Shih"
311,311,tt0091534,Modern Girls,Jerry Kramer,Modern Girls,1986-01-01,84,5,1601,Comedy,"Anita Rosenberg, France Joli, Daphne Zuniga"
312,312,tt0091535,Les mois d'avril sont meurtriers,Laurent Heynemann,Les mois d'avril sont meurtriers,1987-01-01,88,6,144,Crime,"Laurent Heynemann, Jean-Pierre Marielle"
313,313,tt0091537,Momo,Johannes Schaaf,Momo,1986-01-01,101,6,2004,Comedy,"Radost Bokel, Michael Ende, Hartmut Kollakowsky, Radost Bokel"
314,314,tt0091538,Mona Lisa,Neil Jordan,Mona Lisa,1986-01-01,104,7,17521,Crime,"David Leland, Bob Hoskins"
315,315,tt0091540,The Devils of Monza,Luciano Odorisio,La monaca di Monza,1987-01-01,98,5,105,Drama,"Elettra Baldassarri, Renato De Carmine, Myriem Roussel"
316,316,tt0091541,The Money Pit,Richard Benjamin,The Money Pit,1986-01-01,91,6,58891,Comedy,"Shelley Long, J. Cynthia Brooks, Tetchie Agbayani, Tom Hanks"
317,317,tt0091550,Murder in the Dark,Sune Lund-Sørensen,Mord i mÇ÷rket,1986-01-01,98,5,405,Crime,"Michael Falch, Line Knutzon, Jørn Budolfsen, Michael Falch"
318,318,tt0091553,You'll Die at Midnight,Lamberto Bava,Morirai a mezzanotte,1986-01-01,88,5,715,Horror,"Peter Pitsch, Eliana Miglio, Marcello Modugno, Valeria D'Obici"
319,319,tt0091554,The Morning After,Sidney Lumet,The Morning After,1986-01-01,103,5,6980,Crime,"Harry Langdon, Gladys Portugues, Jane Fonda"
320,320,tt0091555,MorrhǾr & ÇÏrtor,Gösta Ekman,MorrhǾr & ÇÏrtor,1986-01-01,101,5,1371,Comedy,"Sanna Ekman, Jan Kruse, Gösta Ekman"
321,321,tt0091556,Mort un dimanche de pluie,Joël Santoni,Mort un dimanche de pluie,1986-01-01,109,6,268,Horror,"Max Berto, Jacques Tronel, Nicole Garcia"
322,322,tt0091557,The Mosquito Coast,Peter Weir,The Mosquito Coast,1986-01-01,117,6,29886,Adventure,"Tiger Haynes, River Phoenix, Aurora Clavel, Harrison Ford"
323,323,tt0091563,Moy lyubimyy kloun,Yuriy Kushneryov,Moy lyubimyy kloun,1987-01-01,86,6,190,Drama,"Yuriy Kushneryov, Oleg Menshikov"
324,324,tt0091575,Murphy's Law,J. Lee Thompson,Murphy's Law,1986-01-01,100,5,5913,Action,"Leigh Lombardi, Kathleen Wilhoite, Randall Carver, Charles Bronson"
325,325,tt0091579,My Chauffeur,David Beaird,My Chauffeur,1986-01-01,97,5,2058,Comedy,"Robin Antin, David Beaird, Deborah Foreman"
326,326,tt0091590,Life Is a Dream,Raúl Ruiz,MǸmoire des apparences,1986-01-01,103,7,119,Drama,Jean-Louis Schefer
327,327,tt0091598,Naam,Mahesh Bhatt,Naam,1986-01-01,177,7,1110,Crime,Nutan
