,Unnamed: 0,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,Crew,genre
9887,9887,tt0253063,Eban and Charley,James Bolton,Eban and Charley,2000-01-01,86,5,780,NONE,"Drama,Romance,NONE"
9888,9888,tt0253110,Living It Up,Antonio Cuadri,La gran vida,2000-01-01,112,6,1300,"Rebeca Jiménez, Salma Hayek","Comedy,Romance,NONE"
9889,9889,tt0253140,InatÇõi,Kartal Tibet,InatÇõi,1988-01-01,84,6,2169,"Fevzi Coskun, Kemal Sunal","Comedy,Drama,NONE"
9890,9890,tt0253146,Interview,Hyuk Byun,Interview,2000-01-01,107,6,202,"Yoon-ah Kim, Lee Jung-jae","Drama,Romance,NONE"
9891,9891,tt0253157,Jamba Lakidi Pamba,E.V.V. Satyanarayana,Jamba Lakidi Pamba,1993-01-01,131,8,1234,V.K. Naresh,"Comedy,NONE,NONE"
9892,9892,tt0253194,Kunwara,David Dhawan,Kunwara,2000-01-01,134,5,1017,"Nagma, Govinda","Comedy,Drama,Romance"
9893,9893,tt0253249,The Mix,Dariush Mehrjui,The Mix,2000-01-01,86,5,267,Khosro Shakibai,"Comedy,Drama,NONE"
9894,9894,tt0253378,Virgin Stripped Bare by Her Bachelors,Hong Sang-soo,Oh! Soo-jung,2000-01-01,126,7,1424,"Eun-ju Lee, Eun-ju Lee","Comedy,Drama,NONE"
9895,9895,tt0253590,Rigoletto,Jean-Pierre Ponnelle,Rigoletto,1987-01-01,128,8,359,"Fedora Barbieri, Ferruccio Furlanetto, Edita Gruberova","Drama,Music,NONE"
9896,9896,tt0253667,Seetharamaiah Gari Manavaralu,Kranthi Kumar,Seetharamaiah Gari Manavaralu,1991-01-01,145,8,267,Dasari Narayana Rao,"Drama,NONE,NONE"
9897,9897,tt0253670,Sen Dul Saban,Kartal Tibet,Sen Dul Saban,1986-01-01,94,6,2604,Sadettin Erbil,"Comedy,Drama,NONE"
9898,9898,tt0253764,Stuff,James Dunnison,Stuff,1999-01-01,87,5,114,Maxwell McCabe-Lokos,"Comedy,Horror,NONE"
9899,9899,tt0253782,Talih Kusu,Kartal Tibet,Talih Kusu,1989-01-01,92,7,2830,"Yasemin Yalçin, Kemal Sunal","Comedy,Drama,NONE"
9900,9900,tt0253790,Tarzan Rifki,Natuk Baytan,Tarzan Rifki,1986-01-01,83,6,3068,NONE,"Comedy,Crime,NONE"
9901,9901,tt0253875,Uyanik Gazeteci,Kartal Tibet,Uyanik Gazeteci,1988-01-01,90,5,1527,Kemal Sunal,"Comedy,NONE,NONE"
9902,9902,tt0253884,Varyemez,Orhan Aksoy,Varyemez,1991-01-01,93,6,2761,"Yasemin Yalçin, Tuncay Akça","Comedy,Crime,Drama"
9903,9903,tt0253955,And I Hate You So,Chung-Man Yee,Siu chan chan,2000-01-01,96,6,366,Aaron Kwok,"Comedy,Romance,NONE"
9904,9904,tt0253959,Yakisikli,Orhan Aksoy,Yakisikli,1988-01-01,86,6,1507,"Mefharet Atalay, Cem Onur, Suat Keskin, Kemal Sunal","Comedy,NONE,NONE"
9905,9905,tt0253977,Zehir Hafiye,Orhan Aksoy,Zehir Hafiye,1989-01-01,92,6,1338,"Nur Gürkan, Kemal Sunal","Adventure,Comedy,Crime"
9906,9906,tt0253987,De zwarte meteoor,Guido Pieters,De zwarte meteoor,2000-01-01,107,6,314,"Darius Dhlomo, Jet Novuka","Drama,Sport,NONE"
9907,9907,tt0254000,Ç?gretmen,Kartal Tibet,Ç?gretmen,1988-01-01,89,7,2514,"Selma Sonat, Ali Riza Cevizli, Nevzat Açikgöz, Kemal Sunal","Comedy,Drama,NONE"
9908,9908,tt0254110,Apariencias,Alberto Lecchi,Apariencias,2000-01-01,94,5,406,"Santiago Del Moro, Natalia Lobo, María Gabriela Epumer, Andrea Del Boca","Comedy,Romance,NONE"
9909,9909,tt0254325,Comedy of Innocence,Raúl Ruiz,ComǸdie de l'innocence,2000-01-01,100,6,926,Isabelle Huppert,"Drama,Fantasy,Mystery"
9910,9910,tt0254463,A Run for Money,Reha Erdem,KaÇõ Para KaÇõ,1999-01-01,100,7,3602,"Taner Birsel, Engin Alkan, Taner Birsel","Drama,NONE,NONE"
9911,9911,tt0254494,The Killing Zone,Ian David Diaz,The Killing Zone,1999-01-01,92,5,275,"Paul Vates, Julian Boote","Action,Thriller,NONE"
9912,9912,tt0254593,My Dear Marthandan,Prathap Pothen,My Dear Marthandan,1990-01-01,114,6,115,Goundamani,"Drama,Romance,NONE"
9913,9913,tt0254637,The Lake,Kakhaber Kikabidze,Tba,1998-01-01,87,7,176,Kakhaber Kikabidze,"Drama,NONE,NONE"
9914,9914,tt0254683,Phool Aur Kaante,Kuku Kohli,Phool Aur Kaante,1991-01-01,173,6,1545,"Madhoo, Ajay Devgn","Action,Drama,Romance"
9915,9915,tt0254749,Sanam,Rafi Pitts,Sanam,2000-01-01,88,6,169,NONE,"Drama,NONE,NONE"
9916,9916,tt0254928,Aakasha Ganga,Vinayan,Aakasha Ganga,1999-01-01,143,6,213,Divyaa Unni,"Drama,Horror,NONE"
9917,9917,tt0254936,Advaitham,Priyadarshan,Advaitham,1991-01-01,181,7,332,Mohanlal,"Action,Crime,Drama"
9918,9918,tt0254942,Akkare Akkare Akkare,Priyadarshan,Akkare Akkare Akkare,1990-01-01,156,7,1336,"Sreenivasan, Mohanlal","Comedy,NONE,NONE"
9919,9919,tt0254950,A.Li.Ce,Kenichi Maejima,A.Li.Ce,2000-01-01,85,5,105,"Daisuke Hamada, Kaori Shimizu","Animation,Sci-Fi,NONE"
9920,9920,tt0255043,Chandranudikkunna Dikhil,Lal Jose,Chandranudikkunna Dikhil,1999-01-01,151,6,291,Lal,"Romance,NONE,NONE"
9921,9921,tt0255048,Cheppu,Priyadarshan,Cheppu,1987-01-01,130,6,113,Mohanlal,"Drama,NONE,NONE"
9922,9922,tt0255067,Common Wealth,Álex de la Iglesia,La comunidad,2000-01-01,110,7,12377,"Carmen Maura, Gorka Aguinagalde, Silvia Casanova, Carmen Maura","Comedy,Crime,Horror"
9923,9923,tt0255094,The Circle,Jafar Panahi,Dayereh,2000-01-01,90,7,6447,Jafar Panahi,"Drama,NONE,NONE"
9924,9924,tt0255111,Dhadkan,Dharmesh Darshan,Dhadkan,2000-01-01,161,6,7757,"Mahima Chaudhry, Akshay Kumar","Drama,Romance,NONE"
9925,9925,tt0255120,Dil Pe Mat Le Yaar!!,Hansal Mehta,Dil Pe Mat Le Yaar!!,2000-01-01,148,5,237,Manoj Bajpayee,"Crime,Drama,NONE"
9926,9926,tt0255140,England!,Achim von Borries,England!,2000-01-01,97,6,221,"Claudia Theresa Muench, Achim von Borries, Ivan Shvedoff","Drama,NONE,NONE"
9927,9927,tt0255155,F.I.R,Shaji Kailas,F.I.R,1999-01-01,147,6,251,NONE,"Action,Crime,NONE"
9928,9928,tt0255177,Freedom,Sharunas Bartas,Freedom,2000-01-01,96,7,343,"Sharunas Bartas, Valentinas Masalskis","Drama,NONE,NONE"
9929,9929,tt0255178,Friends,Siddique,Friends,1999-01-01,150,7,982,"Divyaa Unni, Jayaram","Comedy,Drama,NONE"
9930,9930,tt0255195,The Goddess of 1967,Clara Law,The Goddess of 1967,2000-01-01,119,6,1897,"Rikiya Kurokawa, Rose Byrne","Comedy,Drama,Romance"
9931,9931,tt0255200,Gopura Vasalile,Priyadarshan,Gopura Vasalile,1991-01-01,143,7,126,Mohanlal,"Comedy,Romance,NONE"
9932,9932,tt0255212,Hamara Dil Aapke Paas Hai,Satish Kaushik,Hamara Dil Aapke Paas Hai,2000-01-01,165,5,1951,"Sonali Bendre, Anil Kapoor","Action,Drama,Romance"
9933,9933,tt0255214,Hello My Dear: Wrong Number,Priyadarshan,Hello My Dear: Wrong Number,1986-01-01,129,6,291,Mohanlal,"Comedy,Thriller,NONE"
9934,9934,tt0255237,Living Hell,Shugo Fujii,Iki-jigoku,2000-01-01,104,5,521,"Hirohito Honda, Hirohito Honda","Horror,NONE,NONE"
9935,9935,tt0255289,Kaalapani,Priyadarshan,Kaalapani,1996-01-01,178,8,4392,"Priyadarshan, Mohanlal","Action,Drama,History"
9936,9936,tt0255293,Kamen gakuen,Takashi Komatsu,Kamen gakuen,2000-01-01,90,5,112,"Maya Kurosu, Tatsuya Fujiwara","Fantasy,Mystery,NONE"
9937,9937,tt0255295,Kannezhuthi Pottum Thottu,Rajeev Kumar,Kannezhuthi Pottum Thottu,1999-01-01,129,7,168,Kozhikkode Sarada,"Thriller,NONE,NONE"
9938,9938,tt0255305,Khiladi 420,Neeraj Vora,Khiladi 420,2000-01-01,157,5,2015,"Tommy Wilson, Akshay Kumar","Action,Romance,Thriller"
9939,9939,tt0255306,Kilukkam,Priyadarshan,Kilukkam,1991-01-01,155,8,4263,Thilakan,"Comedy,NONE,NONE"
9940,9940,tt0255309,Kurukshetra,Mahesh Manjrekar,Kurukshetra,2000-01-01,129,6,1102,"Salil Ankola, Mukesh Rishi","Action,Crime,Drama"
9941,9941,tt0255321,Liam,Stephen Frears,Liam,2000-01-01,90,6,2634,Megan Burns,"Drama,NONE,NONE"
9942,9942,tt0255327,Durian Durian,Fruit Chan,Liu lian piao piao,2000-01-01,116,7,764,"Fruit Chan, Hailu Qin","Drama,NONE,NONE"
9943,9943,tt0255359,Mazha Peyyunnu Maddalam Kottunnu,Priyadarshan,Mazha Peyyunnu Maddalam Kottunnu,1986-01-01,131,7,722,Mohanlal,"Comedy,NONE,NONE"
9944,9944,tt0255373,Midhunam,Priyadarshan,Midhunam,1993-01-01,147,7,1325,NONE,"Comedy,Drama,Musical"
9945,9945,tt0255378,Minnaram,Priyadarshan,Minnaram,1994-01-01,150,7,1286,Mohanlal,"Comedy,Drama,NONE"
9946,9946,tt0255396,Mukunthetta Sumitra Vilikkunnu,Priyadarshan,Mukunthetta Sumitra Vilikkunnu,1988-01-01,149,7,498,Mohanlal,"Comedy,NONE,NONE"
9947,9947,tt0255401,Muskurahat,Priyadarshan,Muskurahat,1992-01-01,135,7,344,NONE,"Comedy,Drama,NONE"
9948,9948,tt0255422,Ninnishtam Ennishtam,Alleppey Ashraf,Ninnishtam Ennishtam,1986-01-01,125,6,121,Mala Aravindan,"Drama,NONE,NONE"
9949,9949,tt0255426,Niram,Kamal,Niram,1999-01-01,151,7,652,"Kumari Joemol, Kunchacko Boban","Comedy,Musical,Romance"
9950,9950,tt0255466,Pathram,Joshiy,Pathram,1999-01-01,187,7,366,"Venmani Haridas, Suresh Gopi","Action,Thriller,NONE"
9951,9951,tt0255473,The Ruination of Men,Arturo Ripstein,La perdiciÇün de los hombres,2000-01-01,106,6,315,Patricia Reyes Spíndola,"Comedy,Crime,Drama"
9952,9952,tt0255589,The Isle,Kim Ki-duk,Seom,2000-01-01,90,6,14249,"Won Seo, Hang-Seon Jang, Jung Suh","Drama,Thriller,NONE"
9953,9953,tt0255641,Thalavattam,Priyadarshan,Thalavattam,1986-01-01,147,7,1280,Mohanlal,"Comedy,Drama,Romance"
9954,9954,tt0255643,Thenmavin Kombath,Priyadarshan,Thenmavin Kombath,1994-01-01,164,8,3244,NONE,"Comedy,Drama,Romance"
9955,9955,tt0255664,Ustaad,Sibi Malayil,Ustaad,1999-01-01,165,6,569,"Indraja, Mohanlal","Action,Drama,Thriller"
9956,9956,tt0255665,The Wrestlers,Buddhadev Dasgupta,Uttara,2000-01-01,99,7,192,"Buddhadev Dasgupta, Jaya Seal","Drama,NONE,NONE"
9957,9957,tt0255668,Vandanam,Priyadarshan,Vandanam,1989-01-01,168,7,1224,Mohanlal,"Comedy,Romance,Thriller"
9958,9958,tt0255671,Vasanthiyum Lakshmiyum Pinne Njaanum,Vinayan,Vasanthiyum Lakshmiyum Pinne Njaanum,1999-01-01,127,6,177,NONE,"Drama,NONE,NONE"
9959,9959,tt0255673,Vazhunnor,Joshiy,Vazhunnor,1999-01-01,156,6,224,Suresh Gopi,"Action,Comedy,Drama"
9960,9960,tt0255675,Veendum Chila Veettukaryangal,Sathyan Anthikad,Veendum Chila Veettukaryangal,1999-01-01,150,7,657,"Samyuktha Varma, Jayaram","Comedy,Drama,Romance"
9961,9961,tt0255676,Vellanakalude Naadu,Priyadarshan,Vellanakalude Naadu,1988-01-01,129,7,1013,Mohanlal,"Comedy,Drama,NONE"
9962,9962,tt0255679,Arian's Journey,Eduard Bosch,El viaje de AriÇ­n,2000-01-01,104,6,171,"Maria Pau Pigem, Paul Berrondo, Ingrid Rubio","Action,Drama,Thriller"
9963,9963,tt0255688,Warat,Joel Lamangan,Warat,1999-01-01,108,6,356,NONE,"Action,Drama,NONE"
9964,9964,tt0256015,Picasso Face,Massimo Ceccherini,Faccia di Picasso,2000-01-01,95,5,353,"Massimo Ceccherini, Angelo Di Loreta, Massimo Ceccherini","Comedy,NONE,NONE"
9965,9965,tt0256127,Face,Junji Sakamoto,Kao,2000-01-01,124,6,417,"Michiyo Yasuda, Naomi Fujiyama","Comedy,Crime,Drama"
9966,9966,tt0256150,A Little Inside,Kara Harshbarger,A Little Inside,1999-01-01,95,5,225,"John Gilbert Rollason, Hallie Eisenberg","Comedy,Drama,Family"
9967,9967,tt0256213,Muro-ami,Marilou Diaz-Abaya,Muro-ami,1999-01-01,114,7,207,"Marilou Diaz-Abaya, Pen Medina, Cesar Montano","Adventure,Drama,NONE"
9968,9968,tt0256375,Sensitive New Age Killer,Mark Savage,Sensitive New Age Killer,2000-01-01,87,5,190,"Mark Savage, Noel Ballantine","Action,Comedy,Crime"
9969,9969,tt0256583,Goodbye from the Heart,José Luis García Sánchez,AdiÇüs con el corazÇün,2000-01-01,89,5,124,Juan Luis Galiardo,"Comedy,Drama,NONE"
9970,9970,tt0256627,Azzurro,Denis Rabaglia,Azzurro,2000-01-01,84,6,241,"Denis Rabaglia, Paolo Villaggio","Drama,NONE,NONE"
9971,9971,tt0256630,Baba,Shuo Wang,Wo shi ni ba ba,2000-01-01,96,6,177,Xiaogang Feng,"Comedy,Drama,NONE"
9972,9972,tt0256676,Out of the City,Tomás Vorel,Cesta z mesta,2000-01-01,104,6,484,"Pavel Borovan, Tomás Vorel, Jirí Burda, Tomás Hanák","Comedy,Romance,NONE"
9973,9973,tt0256858,Killers,Mike Mendez,Killers,1996-01-01,96,5,1253,"Renee Cohen, David Gunn","Horror,Mystery,Thriller"
9974,9974,tt0256878,Leila Diniz,Luiz Carlos Lacerda,Leila Diniz,1987-01-01,101,6,181,"Louise Cardoso, Luiz Carlos Lacerda, Louise Cardoso","Biography,Drama,NONE"
9975,9975,tt0256993,Fetch a Pail of Water,Jeffrey Jeturian,Pila-balde,1999-01-01,98,7,108,NONE,"Drama,NONE,NONE"
9976,9976,tt0257176,The Shogunate's Harem,Norifumi Suzuki,Ç?oku jǯhakkei,1986-01-01,115,6,105,"Emi Shindô, Moeko Ezawa, Mizue Morita, Kyoko Tsujisawa","Action,Adventure,Comedy"
9977,9977,tt0257289,Life as a Fatal Sexually Transmitted Disease,Krzysztof Zanussi,Zycie jako smiertelna choroba przenoszona droga plciowa,2000-01-01,99,7,1352,"Zuzanna Paluch, Zbigniew Zapasiewicz","Drama,NONE,NONE"
9978,9978,tt0257357,Aa Okkati Adakku,E.V.V. Satyanarayana,Aa Okkati Adakku,1993-01-01,155,7,313,Rajendra Prasad,"Comedy,NONE,NONE"
9979,9979,tt0257383,Allari Mogudu,K. Raghavendra Rao,Allari Mogudu,1992-01-01,104,6,222,J.V. Somayajulu,"Comedy,Drama,NONE"
9980,9980,tt0257386,Alludugaru,K. Raghavendra Rao,Alludugaru,1990-01-01,144,6,268,Ramya Krishnan,"Comedy,Drama,NONE"
9981,9981,tt0257497,"La Commune (Paris, 1871)",Peter Watkins,"La commune (Paris, 1871)",2000-01-01,345,8,1257,"Julien Thévenot, Peter Watkins","Drama,History,War"
9982,9982,tt0257629,Love Under the Date-Tree,Stavros Tsiolis,Erotas sti hourmadia,1990-01-01,82,7,286,"Argyris Bakirtzis, Stavros Tsiolis, Argyris Bakirtzis","Comedy,Romance,NONE"
9983,9983,tt0257655,Los extermineitors,Carlos Galettini,Los extermineitors,1989-01-01,90,5,408,"Lalo Fransen, Emilio Disi","Action,Adventure,Comedy"
9984,9984,tt0257726,Gostanza da Libbiano,Paolo Benvenuti,Gostanza da Libbiano,2000-01-01,93,7,184,"Lucia Poli, Paolo Benvenuti, Lucia Poli","Drama,History,NONE"
9985,9985,tt0257765,Firefly,Naomi Kawase,Hotaru,2000-01-01,164,7,112,Yuko Nakamura,"Drama,NONE,NONE"
9986,9986,tt0257808,Janaki Ramudu,K. Raghavendra Rao,Janaki Ramudu,1988-01-01,133,6,340,Nagarjuna Akkineni,"Drama,Romance,NONE"
9987,9987,tt0257844,The Black House,Yoshimitsu Morita,Kuroi ie,1999-01-01,118,6,459,Seiyô Uchino,"Horror,NONE,NONE"
9988,9988,tt0257892,Major Chandrakanth,K. Raghavendra Rao,Major Chandrakanth,1993-01-01,156,6,938,N.T. Rama Rao,"Action,Drama,Thriller"
9989,9989,tt0257909,Menino Maluquinho: O Filme,Helvecio Ratton,Menino Maluquinho: O Filme,1995-01-01,83,6,951,"Ziraldo, Samuel Costa, Edyr de Castro","Adventure,Comedy,Family"
9990,9990,tt0257939,The Guava House,Dang Nhat Minh,MÇûa oi,2000-01-01,100,7,142,Dang Nhat Minh,"Drama,NONE,NONE"
9991,9991,tt0257979,Victims and Murderers,Andrea Sedlácková,Obeti a vrazi,2000-01-01,96,6,133,"Andrea Sedlácková, Miroslav Kaman, Ján Sedal","Drama,NONE,NONE"
9992,9992,tt0258227,Sundara Kanda,K. Raghavendra Rao,Sundara Kanda,1992-01-01,147,6,162,Venkatesh Daggubati,"Comedy,Romance,NONE"
9993,9993,tt0258291,Wings of Glass,Reza Bagher,Vingar av glas,2000-01-01,105,5,1590,"Reza Bagher, Sara Sommerfeld","Drama,Romance,NONE"
9994,9994,tt0258413,AmǸlia,Ana Carolina,AmǸlia,2000-01-01,126,7,205,"Béatrice Agenin, Pedro Bismark, Marília Pêra","Comedy,Drama,NONE"
9995,9995,tt0258489,Double Tap,Chi-Leung Law,Cheung wong,2000-01-01,96,6,1029,"Monica Chan, Leslie Cheung","Action,Crime,Thriller"
9996,9996,tt0258562,Falling Rocks,Peter Keglevic,Falling Rocks,2000-01-01,93,5,262,Claudia Michelsen,"Drama,Thriller,NONE"
9997,9997,tt0258638,The Lost Treasure of Hursit Pasha,Stavros Tsiolis,O hamenos thisavros tou Hoursit Pasa,1995-01-01,85,6,215,NONE,"Adventure,Comedy,NONE"
9998,9998,tt0258766,Ley Lines,Takashi Miike,Nihon kuroshakai,1999-01-01,105,6,1722,"Dan Li, Kazuki Kitamura","Crime,Drama,Thriller"
9999,9999,tt0258850,Okinawa Rendezvous,Gordon Chan,Lian zhan Chong Cheng,2000-01-01,100,6,487,Tony Ka Fai Leung,"Comedy,Romance,NONE"
10000,10000,tt0258854,One Week,Carl Seaton,One Week,2000-01-01,97,6,264,"Charles Moore, Kenny Young","Drama,Romance,NONE"
10001,10001,tt0258883,Placido Rizzotto,Pasquale Scimeca,Placido Rizzotto,2000-01-01,110,6,220,"Pasquale Scimeca, Marcello Mazzarella","Biography,Crime,Drama"
10002,10002,tt0258885,Platform,Zhangke Jia,Zhantai,2000-01-01,154,7,2911,NONE,"Drama,History,NONE"
10003,10003,tt0258886,Pookkalam Varavayi,Kamal,Pookkalam Varavayi,1991-01-01,129,7,150,Jayaram,"Comedy,Drama,Family"
10004,10004,tt0258897,Prymas. Trzy lata z tysiaca,Teresa Kotlarczyk,Prymas. Trzy lata z tysiaca,2000-01-01,103,6,248,"Barbara Ostapowicz, Andrzej Seweryn, Teresa Kotlarczyk","Drama,NONE,NONE"
10005,10005,tt0258960,Shinjuku Triad Society,Takashi Miike,Shinjuku kuroshakai: Chaina mafia sensÇï,1995-01-01,100,6,2378,"Eri Yu, Shinsuke Izutsu, Yôzaburô Itô, Kippei Shîna","Crime,Drama,Mystery"
10006,10006,tt0259255,Four Letter Words,Sean Baker,Four Letter Words,2000-01-01,82,5,111,NONE,"Comedy,Drama,NONE"
10007,10007,tt0259265,Daughters of the Sun,Maryam Shahriar,Dokhtaran-e khorshid,2000-01-01,109,6,144,NONE,"Drama,NONE,NONE"
10008,10008,tt0259442,The Monkey's Mask,Samantha Lang,The Monkey's Mask,2000-01-01,93,5,1604,Jim Holt,"Crime,Mystery,Thriller"
10009,10009,tt0259495,Peddarikam,A.M. Rathnam,Peddarikam,1992-01-01,134,7,139,Bhanumathi Ramakrishna,"Action,Comedy,Drama"
10010,10010,tt0259516,The Poor & Hungry,Craig Brewer,The Poor & Hungry,2000-01-01,118,7,237,Craig Brewer,"Drama,NONE,NONE"
10011,10011,tt0259549,Samrat Ashok,N.T. Rama Rao,Samrat Ashok,1992-01-01,160,8,333,N.T. Rama Rao,"Action,Drama,History"
10012,10012,tt0259554,Saroja,Somaratne Dissanayake,Saroja,2000-01-01,103,7,188,Joe Abeywickrama,"Drama,Family,NONE"
10013,10013,tt0259741,Summer Holiday,Jingle Ma,Ha yat dik mo mo cha,2000-01-01,98,5,507,"Michael Wong, Katherine Wang, Richie Jen","Comedy,Romance,NONE"
10014,10014,tt0259956,CǸsio 137 - O Pesadelo de Goiǽnia,Roberto Pires,CǸsio 137 - O Pesadelo de Goiǽnia,1990-01-01,115,6,133,"Mauri de Castro, Joana Fomm, Nelson Xavier","Drama,NONE,NONE"
10015,10015,tt0259981,Djomeh,Hassan Yektapanah,Djomeh,2000-01-01,94,6,202,NONE,"Drama,NONE,NONE"
10016,10016,tt0260054,Gojoe: Spirit War Chronicle,Gakuryû Ishii,GojÇï reisenki: Gojoe,2000-01-01,138,6,895,Tadanobu Asano,"Action,History,NONE"
10017,10017,tt0260193,The Left-Hand Side of the Fridge,Philippe Falardeau,La moitiǸ gauche du frigo,2000-01-01,90,7,553,"Geneviève Néron, Paul Ahmarani","Comedy,NONE,NONE"
10018,10018,tt0260222,Naseeb Apna Apna,Rama Rao Tatineni,Naseeb Apna Apna,1986-01-01,140,5,202,NONE,"Comedy,Drama,NONE"
10019,10019,tt0260315,Las razones de mis amigos,Gerardo Herrero,Las razones de mis amigos,2000-01-01,105,6,244,"Paz Gómez, Marta Belaustegui","Adventure,Drama,Romance"
10020,10020,tt0260413,Takhti,Behruz Afkhami,Takhti,1998-01-01,100,5,232,NONE,"Biography,Drama,Mystery"
10021,10021,tt0260594,The Icelandic Dream,Róbert I. Douglas,Ǎslenski draumurinn,2000-01-01,90,6,417,"Guðrún Ásmundsdóttir, Björgvin Franz Gíslason, Felix Bergsson, Þórhallur Sverrisson","Comedy,Sport,NONE"
10022,10022,tt0260671,24 Hours,Alexander Atanesyan,24 chasa,2000-01-01,86,5,200,"Alexander Atanesyan, Mikhail Petrovsky, Maksim Sukhanov","Crime,Drama,NONE"
10023,10023,tt0260688,Ali Zaoua: Prince of the Streets,Nabil Ayouch,"Ali Zaoua, prince de la rue",2000-01-01,99,7,2812,Nabil Ayouch,"Crime,Drama,NONE"
10024,10024,tt0260731,3rd World Hero,Mike De Leon,Bayaning 3rd World,2000-01-01,93,7,160,"Mike De Leon, Joel Torre","Drama,NONE,NONE"
10025,10025,tt0260760,Great Idea,Jérôme Lévy,Bon plan,2000-01-01,90,5,144,Ludivine Sagnier,"Comedy,Drama,NONE"
10026,10026,tt0260814,Colourful,Shun Nakahara,Karafuru,2000-01-01,98,6,115,"Shun Nakahara, Kôki Tanaka, Kôki Tanaka","Drama,Fantasy,Mystery"
10027,10027,tt0260910,Fortuna,Georgiy Daneliya,Fortuna,2000-01-01,85,6,187,"Aleksey Kuzmin, Vakhtang Kikabidze, Lidiya Morozkina","Comedy,NONE,NONE"
10028,10028,tt0260932,Young and Dangerous 2,Andrew Lau,Goo wak chai 2: Maang lung gwoh gong,1996-01-01,101,6,1172,Ekin Cheng,"Action,Crime,NONE"
10029,10029,tt0260987,The Dream Factory,Xiaogang Feng,Jia fang yi fang,1997-01-01,90,7,1608,NONE,"Comedy,NONE,NONE"
10030,10030,tt0260991,Joint Security Area,Park Chan-wook,Gongdong gyeongbi guyeok JSA,2000-01-01,110,7,31864,"Bob Buchholz, Jun-seok Bang, Han-wi Lee, Lee Yeong-ae","Action,Drama,Thriller"
10031,10031,tt0260992,Juliet in Love,Wilson Yip,Chu Lai Yip yu Leung San Pak,2000-01-01,89,7,365,Sandra Kwan Yue Ng,"Drama,Romance,NONE"
10032,10032,tt0261000,Umbrella Flower,Shinji Sômai,Kaza-hana,2000-01-01,116,6,322,"Fumio Ogawa, Kyôko Koizumi","Drama,NONE,NONE"
10033,10033,tt0261001,Khoj,Keshu Ramsay,Khoj,1989-01-01,113,6,311,"Sudha Shivpuri, Rishi Kapoor","Mystery,Thriller,NONE"
10034,10034,tt0261005,Kitayskiy serviz,Vitaliy Moskalenko,Kitayskiy serviz,2000-01-01,98,6,300,"Andrey Nagornov, Vladimir Demidov, Oleg Yankovskiy","Comedy,NONE,NONE"
10035,10035,tt0261009,"Kto, esli ne my",Valeriy Priyomykhov,"Kto, esli ne my",1999-01-01,89,6,177,"Valeriy Priyomykhov, Evgeniy Kraynov","Drama,Family,NONE"
10036,10036,tt0261125,Endless Affair,Alan Mak,Oi yue shing,2000-01-01,89,6,271,"Grace Lam, Clement Sze-Kit Cheng, Francis Ng","Action,Romance,Thriller"
10037,10037,tt0261190,El portero,Gonzalo Suárez,El portero,2000-01-01,88,5,924,"José Antonio Lobato, Manuel Hidalgo, Carmelo Gómez","Drama,Sport,NONE"
10038,10038,tt0261197,Prezident i ego vnuchka,Tigran Keosayan,Prezident i ego vnuchka,2000-01-01,100,5,249,"Tigran Keosayan, Mikhail Tserishenko, Leonid Agutin, Aleksandr Adabashyan","Comedy,NONE,NONE"
10039,10039,tt0261243,Rockford,Nagesh Kukunoor,Rockford,1999-01-01,102,7,1420,NONE,"Comedy,Drama,NONE"
10040,10040,tt0261277,The Sea That Thinks,Gert de Graaff,De zee die denkt,2000-01-01,100,7,548,"Rick de Leeuw, Gert de Graaff, Bart Klever","Adventure,Biography,Comedy"
10041,10041,tt0261375,Up Syndrome,Duane Graves,Up Syndrome,2000-01-01,82,7,157,NONE,"Horror,War,NONE"
10042,10042,tt0261450,The Envy of Gods,Vladimir Menshov,Zavist bogov,2000-01-01,135,6,346,"Aleksandr Feklistov, Mikhail Lavrovsky, Viktor Lebedev, Vera Alentova","Drama,Romance,NONE"
10043,10043,tt0261545,Astitva,Mahesh Manjrekar,Astitva,2000-01-01,109,7,754,Tabu,"Drama,NONE,NONE"
10044,10044,tt0261546,The Adventures of God,Eliseo Subiela,Las aventuras de Dios,2000-01-01,84,5,154,Daniel Freire,"Drama,Fantasy,NONE"
10045,10045,tt0261552,The Foul King,Jee-woon Kim,Banchikwang,2000-01-01,112,6,2160,"So-min Yang, Ho-kyung Go, Park Sang-Myeon","Comedy,Sport,NONE"
10046,10046,tt0261614,Cities of the Plain,Robert Kramer,CitǸs de la plaine,2000-01-01,110,7,116,NONE,"Drama,NONE,NONE"
10047,10047,tt0261690,Feliz Ano Velho,Roberto Gervitz,Feliz Ano Velho,1987-01-01,111,6,206,"Roberto Gervitz, Alexandre Darbilly, Marcos Breda","Drama,NONE,NONE"
10048,10048,tt0261734,Der Himmel kann warten,Brigitte Müller,Der Himmel kann warten,2000-01-01,98,6,113,"Kay Bartholomäus, Frank Giering","Drama,NONE,NONE"
10049,10049,tt0261900,Don't Cry Germaine,Alain de Halleux,Pleure pas Germaine,2000-01-01,96,6,217,"Dirk Roofthooft, Rosa Renom","Comedy,Drama,Family"
10050,10050,tt0261936,How Nice to See You Alive,Lúcia Murat,Que Bom Te Ver Viva,1989-01-01,100,7,182,"Vera Freire, Irene Ravache","Drama,History,NONE"
