,tconst,primaryTitle,Directors,originalTitle,startYear,runtimeMinutes,averageRating,numVotes,genre 1,Crew
5215,tt0114212,O Quatrilho,Fábio Barreto,O Quatrilho,1995-01-01,92,6,1489,Drama,"Fábio Barreto, José Clemente Pozenato, Glória Pires"
5216,tt0114214,The Quick and the Dead,Sam Raimi,The Quick and the Dead,1995-01-01,108,6,97528,Action,"Lance Henriksen, Sharon Stone, Pat Hingle"
5221,tt0114231,Ram Jaane,Rajiv Mehra,Ram Jaane,1995-01-01,122,5,4106,Action,Shah Rukh Khan
5222,tt0114234,Rangeela,Ram Gopal Varma,Rangeela,1995-01-01,142,7,10091,Comedy,"Shweta Shetty, Urmila Matondkar"
5228,tt0114266,Rendez-vous in Paris,Éric Rohmer,Les rendez-vous de Paris,1995-01-01,98,7,2334,Comedy,Clara Bellar
5229,tt0114272,Restoration,Michael Hoffman,Restoration,1995-01-01,117,6,9663,Biography,"Rosalind Bennett, Robert Downey Jr."
5231,tt0114279,Richard III,Richard Loncraine,Richard III,1995-01-01,110,7,15080,Drama,"Edward Hardwicke, Stacey Kent, Ian McKellen"
5232,tt0114287,Rob Roy,Michael Caton-Jones,Rob Roy,1995-01-01,139,6,43985,Adventure,"Andrew Keir, Sean Clayton, Tim Roth, Liam Neeson"
5234,tt0114296,Roommates,Peter Yates,Roommates,1995-01-01,108,6,1923,Comedy,"Courtney Chase, Ann Heekin, Ed Rosenbaum, Peter Falk"
5235,tt0114303,Rough Magic,Clare Peploe,Rough Magic,1995-01-01,105,5,1960,Comedy,"Clare Peploe, Bridget Fonda"
5241,tt0114317,Sabse Bada Khiladi,Umesh Mehra,Sabse Bada Khiladi,1995-01-01,162,5,4611,Action,Akshay Kumar
5242,tt0114319,Sabrina,Sydney Pollack,Sabrina,1995-01-01,127,6,42471,Comedy,"Heather Brown, Julia Ormond, Randy Becker, Harrison Ford"
5244,tt0114323,Safe,Todd Haynes,Safe,1995-01-01,119,7,15634,Drama,"Martha Velez, Ronnie Farer, Julianne Moore"
5245,tt0114345,The Scarlet Letter,Roland Joffé,The Scarlet Letter,1995-01-01,135,5,15798,Drama,"Tallulah Willis, Evelyn Francis, Roland Joffé, Demi Moore"
5246,tt0114354,Brother of Sleep,Joseph Vilsmaier,Schlafes Bruder,1995-01-01,127,7,1643,Drama,"Ben Becker, Regina Fritsch, Jan Kehár, André Eisermann"
5248,tt0114367,Screamers,Christian Duguay,Screamers,1995-01-01,108,6,28211,Horror,"Yves Langlois, Roy Dupuis, Andy Lauer, Peter Weller"
5250,tt0114369,Se7en,David Fincher,Se7en,1995-01-01,127,8,1682470,Crime,"Mark Arneson, David Fincher, Morgan Freeman"
5251,tt0114371,Search and Destroy,David Salle,Search and Destroy,1995-01-01,90,5,1356,Action,"Karole Armitage, Griffin Dunne"
5253,tt0114388,Sense and Sensibility,Ang Lee,Sense and Sensibility,1995-01-01,136,7,119298,Drama,"Ginger Corbett, Emma Thompson, Luciana Arrighi"
5258,tt0114429,Shirli-myrli,Vladimir Menshov,Shirli-myrli,1995-01-01,143,7,2235,Comedy,"Aleksandr Voroshilo, Yevgeni Aleksandrov, Valeriy Garkalin"
5259,tt0114432,Hidden Assassin,Ted Kotcheff,The Shooter,1995-01-01,104,5,2295,Action,"Jana Altmanová, Dolph Lundgren"
5261,tt0114443,Final Hour,Martin Schmidt,Sidste time,1995-01-01,83,5,1245,Horror,"Rikke Bendsen, Mette Bratlann, Lene Laub Oksen"
5263,tt0114466,Skinner,Ivan Nagy,Skinner,1993-01-01,88,5,1151,Horror,"Sara Lee Froton, Ted Raimi"
5264,tt0114474,Small Faces,Gillies MacKinnon,Small Faces,1995-01-01,108,6,1590,Drama,"Liz Lochhead, Carmen Pierquaccini, Iain Robertson"
5265,tt0114478,Smoke,Wayne Wang,Smoke,1995-01-01,112,7,37132,Comedy,"Paul Auster, Daniel Auster, Mel Gorham, Harvey Keitel"
5268,tt0114496,Something to Talk About,Lasse Hallström,Something to Talk About,1995-01-01,106,5,15360,Comedy,"Kyra Sedgwick, Callie Khouri, Julia Roberts"
5270,tt0114508,Species,Roger Donaldson,Species,1995-01-01,108,5,81970,Action,"Michael Madsen, Marg Helgenberger, Natasha Henstridge"
5274,tt0114550,Stonewall,Nigel Finch,Stonewall,1995-01-01,99,7,1682,Comedy,"John Cadwell, Brendan Corbalis, Duane Boutte, Guillermo Diaz"
5276,tt0114558,Strange Days,Kathryn Bigelow,Strange Days,1995-01-01,145,7,74802,Crime,"Angela Bassett, Michael Wincott, Tonino Accolla, Ralph Fiennes"
5277,tt0114563,Street Fighter II: The Animated Movie,Gisaburô Sugii,SutorÇ©to faitǽ II gekijÇï-ban,1994-01-01,102,7,9322,Action,"Wanda Nowicki, Kôjiro Shimizu, Marisuke Eguchi, Kôjiro Shimizu"
5278,tt0114571,Stuart Saves His Family,Harold Ramis,Stuart Saves His Family,1995-01-01,95,5,2889,Comedy,"Al Franken, Violet Ramis, Grant Hoover, Al Franken"
5279,tt0114576,Sudden Death,Peter Hyams,Sudden Death,1995-01-01,111,5,35555,Action,"Dorian Harewood, Luc Robitaille, Ed Evanko, Jean-Claude Van Damme"
5285,tt0114594,Swimming with Sharks,George Huang,Swimming with Sharks,1994-01-01,93,7,24560,Comedy,Kevin Spacey
5286,tt0114608,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Tales from the Crypt: Demon Knight,1995-01-01,92,6,24892,Action,"Brenda Bakke, Kathy Barbour, Billy Zane"
5287,tt0114609,Tales from the Hood,Rusty Cundieff,Tales from the Hood,1995-01-01,98,6,8857,Crime,"Lira Angel, April Barnett, Clarence Williams III"
5289,tt0114614,Tank Girl,Rachel Talalay,Tank Girl,1995-01-01,104,5,32914,Action,"Ice-T, Lori Petty, John David Bland"
5292,tt0114623,The Purse Snatcher,Maria Peters,De tasjesdief,1995-01-01,96,6,1319,Drama,"Jac. Goderie, Olivier Tuinier"
5293,tt0114626,Tato,Maciej Slesicki,Tato,1995-01-01,110,7,1599,Drama,"Omar Sangare, Cezary Pazura, Boguslaw Linda"
5294,tt0114660,Things to Do in Denver When You're Dead,Gary Fleder,Things to Do in Denver When You're Dead,1995-01-01,115,6,28544,Crime,"Marshall Bell, Gabrielle Anwar, Harris Laskawy, Andy Garcia"
5295,tt0114663,Three Wishes,Martha Coolidge,Three Wishes,1995-01-01,115,6,3161,Drama,"Davin Jacob Carey, Todd Delevie, Boyd Bennett, Patrick Swayze"
5296,tt0114666,The Tie That Binds,Wesley Strick,The Tie That Binds,1995-01-01,99,5,1215,Crime,"Melissa M. Thomas, Daryl Hannah"
5297,tt0114671,Land and Freedom,Ken Loach,Land and Freedom,1995-01-01,109,7,11581,Drama,"Suzanne Maddock, Santi Celaya, Ian Hart"
5298,tt0114681,To Die For,Gus Van Sant,To Die For,1995-01-01,106,6,49803,Comedy,"David Collins, Eric Alan Edwards, Alison Folland, Nicole Kidman"
5299,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,"To Wong Foo Thanks for Everything, Julie Newmar",1995-01-01,109,6,33594,Comedy,"Sarah Gyllenstierna, David Allan Coe, Naomi Campbell, Wesley Snipes"
5301,tt0114690,Tokyo Fist,Shin'ya Tsukamoto,Tokyo Fist,1995-01-01,87,7,3711,Action,"Chu Ishikawa, Nobu Kanaoka, Kaori Fujii"
5302,tt0114694,Tommy Boy,Peter Segal,Tommy Boy,1995-01-01,97,7,91516,Adventure,"Chris Farley, Gil Filar, Bo Derek, Chris Farley"
5304,tt0114702,Total Eclipse,Agnieszka Holland,Total Eclipse,1995-01-01,111,6,16131,Biography,"Staffan Ahrenberg, Christopher Chaplin, Leonardo DiCaprio"
5305,tt0114704,The Deathmaker,Romuald Karmakar,Der Totmacher,1995-01-01,110,7,2219,Crime,"Romuald Karmakar, Rita Przygodda, Götz George"
5306,tt0114709,Toy Story,John Lasseter,Toy Story,1995-01-01,81,8,1009961,Adventure,"John Ratzenberger, Tim Allen, John Lasseter, Tom Hanks"
5308,tt0114733,Tromeo and Juliet,Lloyd Kaufman,Tromeo and Juliet,1996-01-01,107,6,6543,Action,"Andrew Deemer, Joe Fleishaker, Merle Allin, Jane Jensen"
5310,tt0114746,12 Monkeys,Terry Gilliam,Twelve Monkeys,1995-01-01,129,8,626512,Mystery,"Craig Haagensen, Brad Pitt, Sandy Alexander, Bruce Willis"
5311,tt0114753,Two Bits,James Foley,Two Bits,1995-01-01,85,6,3527,Comedy,"Rosemary De Angelis, Al Pacino"
5313,tt0114781,Under Siege 2: Dark Territory,Geoff Murphy,Under Siege 2: Dark Territory,1995-01-01,100,5,48181,Action,"Brenda Bakke, Morris Chestnut, Thom Adcox-Hernandez, Steven Seagal"
5315,tt0114787,Underground,Emir Kusturica,Underground,1995-01-01,170,8,59409,Comedy,"Branko Cvejic, Emir Kusturica, Branimir Babic, Predrag 'Miki' Manojlovic"
5316,tt0114788,The Underneath,Steven Soderbergh,Underneath,1995-01-01,99,6,3703,Crime,"William Reid, Kenneth D. Harris, Peter Gallagher"
5317,tt0114790,A French Woman,Régis Wargnier,Une femme franÇõaise,1995-01-01,100,6,1329,Drama,"Gabriel Barylli, Patricia Gélin, Vincent Kliesch, Emmanuelle Béart"
5318,tt0114798,Unstrung Heroes,Diane Keaton,Unstrung Heroes,1995-01-01,93,6,3206,Comedy,"Sumer Park, Sean P. Donahue, Harold M. Schulweis, Andie MacDowell"
5319,tt0114808,The Star Maker,Giuseppe Tornatore,L'uomo delle stelle,1995-01-01,113,7,5288,Drama,"Spiro Scimone, Carmelo Di Mazzarelli, Giovanni Alamia, Sergio Castellitto"
5321,tt0114814,The Usual Suspects,Bryan Singer,The Usual Suspects,1995-01-01,106,8,1098454,Crime,"Kevin Spacey, Kevin Pollak, Dan Hedaya, Kevin Spacey"
5322,tt0114829,Vendetta,Mikael Håfström,Vendetta,1995-01-01,135,5,1020,Action,"Ulf Axén, Chiara Meloni, Antonio Di Ponziano, Stefan Sauk"
5323,tt0114844,Viaggi di nozze,Carlo Verdone,Viaggi di nozze,1995-01-01,103,6,2662,Comedy,"Adriana Volpe, Nanni Tamma, Alfiero Alfieri, Carlo Verdone"
5326,tt0114852,Village of the Damned,John Carpenter,Village of the Damned,1995-01-01,98,5,32902,Horror,"Robert Lewis Bush, Kirstie Alley, David Giella, Christopher Reeve"
5328,tt0114857,Virtuosity,Brett Leonard,Virtuosity,1995-01-01,106,5,30981,Action,"Barry Gibb, Kelly Lynch, Daniel D. Anderson, Denzel Washington"
5330,tt0114863,Ulysses' Gaze,Theodoros Angelopoulos,To vlemma tou Odyssea,1995-01-01,176,7,7113,Drama,"Theodoros Angelopoulos, Kostas Varympopiotis, Harvey Keitel"
5333,tt0114885,Waiting to Exhale,Forest Whitaker,Waiting to Exhale,1995-01-01,124,5,11443,Comedy,"Whitney Houston, Whitney Houston"
5334,tt0114887,A Walk in the Clouds,Alfonso Arau,A Walk in the Clouds,1995-01-01,102,6,35049,Drama,"Alfonso Arau, Angélica Aragón, Liona Boyd, Keanu Reeves"
5336,tt0114898,Waterworld,Kevin Reynolds,Waterworld,1995-01-01,135,6,201009,Action,"Lanny Flaherty, Dennis Hopper, Rick Aviles, Kevin Costner"
5338,tt0114906,Welcome to the Dollhouse,Todd Solondz,Welcome to the Dollhouse,1995-01-01,88,7,35619,Comedy,"Todd Solondz, Bill Buell, Eric Mabius, Heather Matarazzo"
5339,tt0114916,When Night Is Falling,Patricia Rozema,When Night Is Falling,1995-01-01,94,6,7234,Drama,"Rachael Crawford, Pascale Bussières"
5340,tt0114917,When Saturday Comes,Maria Giese,When Saturday Comes,1996-01-01,98,6,2454,Drama,"Tony Hadley, Mel Sterland, Craig Kelly, Sean Bean"
5341,tt0114924,While You Were Sleeping,Jon Turteltaub,While You Were Sleeping,1995-01-01,103,6,107125,Comedy,"Ally Walker, Gene Janson, Peter Gallagher, Sandra Bullock"
5342,tt0114928,White Man's Burden,Desmond Nakano,White Man's Burden,1995-01-01,89,5,5042,Drama,"Audley Ransom, Chelsea Lagos, John Travolta"
5346,tt0114938,Wild Bill,Walter Hill,Wild Bill,1995-01-01,98,5,7403,Action,"Del Roy, Jeff Bridges"
5347,tt0114941,Wild Side,Donald Cammell,Wild Side,1995-01-01,96,5,2318,Action,"Eric A. Stromer, Donald Cammell, Frank Mazzola, Christopher Walken"
5352,tt0114996,A Chinese Odyssey: Part 2 - Cinderella,Jeffrey Lau,Sai yau gei: Sin leui kei yun,1995-01-01,98,7,7948,Action,"Ada Choi, Athena Chu, Stephen Chow"
5353,tt0115005,Xiu Xiu: The Sent-Down Girl,Joan Chen,Tian yu,1998-01-01,99,7,3560,Drama,Xiaolu Li
5355,tt0115012,Shanghai Triad,Yimou Zhang,"Yao a yao, yao dao wai po qiao",1995-01-01,108,7,5819,Crime,"Jiang Liu, Biao Fu, Gong Li"
5357,tt0115019,Yeh Majhdhaar,Esmayeel Shroff,Yeh Majhdhaar,1996-01-01,139,5,1347,Drama,Salman Khan
5360,tt0115033,The Young Poisoner's Handbook,Benjamin Ross,The Young Poisoner's Handbook,1995-01-01,99,7,3696,Crime,"Craig Douglas, Johnny Brandon, Hugh O'Conor"
5361,tt0115040,The Garden,Martin Sulík,ZÇ­hrada,1995-01-01,99,7,2042,Comedy,"Marián Labuda, Rudolf Biermann, Zuzana Sulajová, Roman Luknár"
5364,tt0115067,Little Sister,Robert Jan Westdijk,Zusje,1995-01-01,91,6,2520,Drama,"Hugo Metsers, Romijn Conen, Kim van Kooten"
5368,tt0115433,101 Dalmatians,Stephen Herek,101 Dalmatians,1996-01-01,103,5,113555,Adventure,"Richard Walker, Hilda Braid, David Molina, Glenn Close"
5369,tt0115438,2 Days in the Valley,John Herzfeld,2 Days in the Valley,1996-01-01,104,6,20910,Comedy,"Georgia Hubley, John Herzfeld, Teri Hatcher"
5374,tt0115472,The Adventures of Pinocchio,Steve Barron,The Adventures of Pinocchio,1996-01-01,96,5,6086,Adventure,"Jirí Kvasnicka, Corey Carrier, Vladimir Koval, Martin Landau"
5376,tt0115479,According to Pereira,Roberto Faenza,Sostiene Pereira,1995-01-01,104,7,1424,Drama,"Giantito Burchiellaro, Dulce Pontes, Rui Otero, Marcello Mastroianni"
5379,tt0115487,Airbag,Juanma Bajo Ulloa,Airbag,1997-01-01,124,6,4848,Action,"Karlos Arguiñano, Javier Cansado, Juanma Bajo Ulloa, Karra Elejalde"
5380,tt0115493,Alaska,Fraser C. Heston,Alaska,1996-01-01,109,5,5635,Adventure,"Judi Patson, Thora Birch"
5381,tt0115495,Albino Alligator,Kevin Spacey,Albino Alligator,1996-01-01,94,6,8306,Crime,Matt Dillon
5386,tt0115530,American Buffalo,Michael Corrente,American Buffalo,1996-01-01,88,5,3884,Drama,"Terence Doyle, Dustin Hoffman"
5388,tt0115536,Love Can Seriously Damage Your Health,Manuel Gómez Pereira,El amor perjudica seriamente la salud,1996-01-01,117,6,1735,Comedy,"Manuel Gómez Pereira, Ana Belén"
5390,tt0115561,The Apartment,Gilles Mimouni,L'appartement,1996-01-01,116,7,15171,Drama,"Romane Bohringer, Romane Bohringer"
5394,tt0115571,The Arrival,David Twohy,The Arrival,1996-01-01,115,6,36287,Mystery,"Mitch Carter, Teri Polo, Lindsay Crouse, Charlie Sheen"
5395,tt0115577,Asphalt Tango,Nae Caranfil,Asphalt Tango,1996-01-01,100,8,1795,Comedy,"Alexandra Foamete, Marcela Motoc, Charlotte Rampling"
5396,tt0115580,The Associate,Donald Petrie,The Associate,1996-01-01,114,6,8747,Comedy,"Johnny Miller, Kenny Kerr, Whoopi Goldberg"
5402,tt0115632,Basquiat,Julian Schnabel,Basquiat,1996-01-01,107,6,21258,Biography,"Joe Glasco, Peter McGough, Jeffrey Wright"
5403,tt0115633,Bastard Out of Carolina,Anjelica Huston,Bastard Out of Carolina,1996-01-01,98,7,4611,Drama,"Jerry Winsett, Jennifer Jason Leigh"
5404,tt0115638,Beaumarchais the Scoundrel,Édouard Molinaro,Beaumarchais l'insolent,1996-01-01,100,6,1398,Adventure,"Sophie Coulaud, Jean-Claude Brisville, Manuel Blanc, Fabrice Luchini"
5405,tt0115639,Beautiful Girls,Ted Demme,Beautiful Girls,1996-01-01,112,7,33845,Comedy,"Martha Plimpton, Annabeth Gish, Michael Rapaport, Matt Dillon"
5406,tt0115640,Beautiful Thing,Hettie Macdonald,Beautiful Thing,1996-01-01,90,7,24831,Comedy,"Glen Berry, Terry Duggan, Garry Cooper, Glen Berry"
5407,tt0115644,Bed of Roses,Michael Goldenberg,Bed of Roses,1996-01-01,87,6,8501,Drama,Christian Slater
5408,tt0115645,Before and After,Barbet Schroeder,Before and After,1996-01-01,108,6,9517,Crime,"Julia Weldon, Meryl Streep"
5410,tt0115650,The Green Planet,Coline Serreau,La belle verte,1996-01-01,99,7,5204,Comedy,"Andrée Damant, Claire Keim, Francis Bouc, Coline Serreau"
5412,tt0115658,Bernie,Albert Dupontel,Bernie,1996-01-01,87,7,3873,Comedy,Claude Perron
5413,tt0115669,The King of Masks,Tian-Ming Wu,Bian Lian,1996-01-01,91,7,3396,Drama,"Tian-Ming Wu, Renying Zhou, Xu Zhu"
5416,tt0115685,The Birdcage,Mike Nichols,The Birdcage,1996-01-01,117,7,93131,Comedy,"Dan Futterman, Hank Azaria, Calista Flockhart, Robin Williams"
5417,tt0115693,Black Mask,Daniel Lee,Hak hap,1996-01-01,99,6,11942,Action,"Lawrence Ah-Mon, Moses Chan, King-Fai Chung, Jet Li"
5418,tt0115697,Black Sheep,Penelope Spheeris,Black Sheep,1996-01-01,87,6,42085,Comedy,"Mark Arm, Chris Farley, Christine Ebersole"
5421,tt0115710,Blood and Wine,Bob Rafelson,Blood and Wine,1996-01-01,101,6,10377,Crime,"Duke Robillard, Jeanette Jurado, Jack Nicholson"
5423,tt0115725,Bogus,Norman Jewison,Bogus,1996-01-01,110,5,6830,Comedy,"Michael R. Sousa, Whit Haydn, Whoopi Goldberg"
5427,tt0115734,Bottle Rocket,Wes Anderson,Bottle Rocket,1996-01-01,91,6,79108,Comedy,"Luke Wilson, Paul Janossy, Lumi Cavazos, Luke Wilson"
5428,tt0115738,Box of Moonlight,Tom DiCillo,Box of Moonlight,1996-01-01,112,7,5859,Comedy,"Kristin Hoke, John Turturro"
5430,tt0115744,Brassed Off,Mark Herman,Brassed Off,1996-01-01,108,7,20339,Comedy,"Sally Ann Matthews, Melanie Hill, Tara Fitzgerald, Pete Postlethwaite"
5431,tt0115751,Breaking the Waves,Lars von Trier,Breaking the Waves,1996-01-01,159,7,68781,Drama,"Katrin Cartlidge, Robby Müller, Emily Watson"
5435,tt0115759,Broken Arrow,John Woo,Broken Arrow,1996-01-01,108,6,101385,Action,"Samantha Mathis, Vondie Curtis-Hall, Duane Eddy, John Travolta"
5441,tt0115781,Bullet,Julien Temple,Bullet,1996-01-01,96,6,8621,Action,"Jennifer Drake, Joey Rourke, Mickey Rourke"
5442,tt0115783,Bulletproof,Ernest R. Dickerson,Bulletproof,1996-01-01,84,5,39100,Action,"Rappin' 4-Tay, Victor Aaron, Pepa, Damon Wayans"
5444,tt0115798,The Cable Guy,Ben Stiller,The Cable Guy,1996-01-01,96,6,169721,Comedy,"Kathy Griffin, Diane Baker, Norwood Cheek, Jim Carrey"
5447,tt0115819,Cannibal! The Musical,Trey Parker,Alferd Packer: The Musical,1993-01-01,95,7,12670,Comedy,"Alexandra Kelly, Jon Hegel, Don Yannacito"
5448,tt0115822,Captain Conan,Bertrand Tavernier,Capitaine Conan,1996-01-01,129,7,2354,Drama,"Radu Duda, Jean Cosmos, Bertrand Tavernier, Philippe Torreton"
5450,tt0115832,Carla's Song,Ken Loach,Carla's Song,1996-01-01,127,6,3346,Drama,"Oyanka Cabezas, Robert Carlyle"
5451,tt0115836,Carpool,Arthur Hiller,Carpool,1996-01-01,89,5,5066,Comedy,"Kay Arnold, Julie Armstrong, Tom Arnold"
5452,tt0115837,Carried Away,Bruno Barreto,Carried Away,1996-01-01,109,6,1632,Drama,"Curtis Tsui, Alissa Alban, Dennis Hopper"
5453,tt0115847,Caught,Robert M. Young,Caught,1996-01-01,110,6,1631,Drama,"Jerry Marotta, Steven Schub, Sandra Kazan, Edward James Olmos"
5456,tt0115851,Celtic Pride,Tom DeCerchio,Celtic Pride,1996-01-01,91,5,10290,Comedy,"Larry Bird, Bob Cousy, Damon Wayans"
5459,tt0115856,When the Cat's Away,Cédric Klapisch,Chacun cherche son chat,1996-01-01,91,6,3434,Comedy,"Jane Bradbury, Renée Le Calm, Garance Clavel"
5460,tt0115857,Chain Reaction,Andrew Davis,Chain Reaction,1996-01-01,107,5,53723,Action,"Paolo Cascio, Johnny Lee Davenport, Dick Cusack, Keanu Reeves"
5462,tt0115862,The Chamber,James Foley,The Chamber,1996-01-01,113,6,15665,Crime,"Charles Swain, Joe Meek, Bo Jackson, Chris O'Donnell"
5464,tt0115886,Children of the Revolution,Peter Duncan,Children of the Revolution,1996-01-01,101,6,2400,Comedy,"Peter Duncan, Marian Dworakowski, Paul Lyneham, Judy Davis"
5467,tt0115899,The Cyclone,Leonardo Pieraccioni,Il ciclone,1996-01-01,93,6,4177,Comedy,"Ana Valeria Dini, Natalia Estrada, Lorena Forteza, Leonardo Pieraccioni"
5469,tt0115906,Citizen Ruth,Alexander Payne,Citizen Ruth,1996-01-01,106,7,8515,Comedy,"Tony Wike, Robert O'Connell, Laura Dern"
5470,tt0115907,City Hall,Harold Becker,City Hall,1996-01-01,111,6,21441,Crime,"Jack Cafferty, Cassie Byram, Al Pacino"
5475,tt0115927,Commandments,Daniel Taplitz,Commandments,1997-01-01,88,5,1715,Comedy,Aidan Quinn
5476,tt0115928,My Sex Life... or How I Got Into an Argument,Arnaud Desplechin,Comment je me suis disputǸ... (ma vie sexuelle),1996-01-01,178,6,1633,Comedy,"Jeanne Balibar, Jonathan Reyes, Mathieu Amalric"
5480,tt0115940,A Summer's Tale,Éric Rohmer,Conte d'ǸtǸ,1996-01-01,113,7,9031,Comedy,"Amanda Langlet, Melvil Poupaud"
5482,tt0115950,Things I Never Told You,Isabel Coixet,Cosas que nunca te dije,1996-01-01,93,6,1521,Comedy,"Nicole Fugere, Andrew McCarthy"
5483,tt0115951,Cosi,Mark Joffe,Cosi,1996-01-01,100,6,2154,Comedy,"Rachael Maza, Robin Ramsay, Ben Mendelsohn"
5484,tt0115956,Courage Under Fire,Edward Zwick,Courage Under Fire,1996-01-01,116,6,56691,Action,"Amy Hathaway, Lou Diamond Phillips, Skip Cosper, Denzel Washington"
5486,tt0115963,The Craft,Andrew Fleming,The Craft,1996-01-01,101,6,98509,Drama,"Helen Shaver, Fairuza Balk, Skeet Ulrich, Robin Tunney"
5487,tt0115964,Crash,David Cronenberg,Crash,1996-01-01,100,6,62796,Drama,"David Cronenberg, J.G. Ballard, James Spader"
5490,tt0115985,Crossworlds,Krishna Rao,Crossworlds,1996-01-01,90,5,2996,Action,"Perry Anzilotti, Beverly Johnson, Rutger Hauer"
5491,tt0115988,The Crucible,Nicholas Hytner,The Crucible,1996-01-01,124,6,38816,Drama,"Mara Clark, Joan Allen, Paul Scofield, Daniel Day-Lewis"
5494,tt0115994,Curdled,Reb Braddock,Curdled,1996-01-01,88,5,5420,Comedy,"Daisy Fuentes, Nattacha Amador, William Baldwin"
5496,tt0116000,D3: The Mighty Ducks,Robert Lieberman,D3: The Mighty Ducks,1996-01-01,104,5,27694,Action,"James Craven, Matt Doherty, Harry Darrow, Emilio Estevez"
5498,tt0116005,The Day a Pig Fell Into the Well,Hong Sang-soo,Daijiga umule pajinnal,1996-01-01,115,6,1047,Drama,NONE
5500,tt0116036,Dating the Enemy,Megan Simpson Huberman,Dating the Enemy,1996-01-01,97,6,1873,Comedy,"Iris Shand, Kellie Crawford, Claudia Karvan"
5502,tt0116040,Daylight,Rob Cohen,Daylight,1996-01-01,114,5,74434,Action,"Trina McGee, Gerry Crampton, Gillian Aldam, Sylvester Stallone"
5503,tt0116041,The Daytrippers,Greg Mottola,The Daytrippers,1996-01-01,87,7,6213,Comedy,"Marc Grapey, Hope Davis"
5507,tt0116059,Dear God,Garry Marshall,Dear God,1996-01-01,112,5,4112,Comedy,"Renee Albert, Sunny Hawks, Joanna Heimbold, Greg Kinnear"
5512,tt0116075,The Dentist,Brian Yuzna,The Dentist,1996-01-01,92,5,9843,Horror,"Kerry Gudjohnsen, Amy Bennett, Corbin Bernsen"
5518,tt0116095,Diabolique,Jeremiah S. Chechik,Diabolique,1996-01-01,107,5,14811,Drama,"Peter James, Cory Pattak, Sophia Salguero, Sharon Stone"
5519,tt0116102,Different for Girls,Richard Spence,Different for Girls,1996-01-01,97,7,1998,Comedy,"John Otway, Colin Ridgewell, Steven Mackintosh"
5521,tt0116116,Devil's Island,Friðrik Þór Friðriksson,DjÇôflaeyjan,1996-01-01,99,7,1077,Comedy,"Árni Tryggvason, Friðrik Steinn Friðriksson, Örvar Jens Arnarsson, Baltasar Kormákur"
5522,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Paris Barclay,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996-01-01,89,6,57948,Comedy,"K-Ci Hailey, Benjamin N. Everitt, Kirk Franklin, Shawn Wayans"
5523,tt0116130,Down Periscope,David S. Ward,Down Periscope,1996-01-01,92,6,25477,Comedy,"Lainie Miller, Ancel Cook, Ken Hudson Campbell, Kelsey Grammer"
5525,tt0116136,DragonHeart,Rob Cohen,DragonHeart,1996-01-01,103,6,99207,Action,"Rob Cohen, Dennis Quaid"
5526,tt0116141,Dream for an Insomniac,Tiffanie DeBartolo,Dream for an Insomniac,1996-01-01,90,6,2842,Comedy,"Puck Rainey, Sean Blackman, Roger Craig, Ione Skye"
5528,tt0116147,Drive,Steve Wang,Drive,1997-01-01,100,6,6569,Action,"Kadeem Hardison, Masaya Katô, Chris DeRose, Mark Dacascos"
5529,tt0116151,Dunston Checks In,Ken Kwapis,Dunston Checks In,1996-01-01,88,5,12943,Adventure,"Milt Larsen, Eric Lloyd, Natalie Core, Jason Alexander"
